"CountFirstDay","DisplayName","Name","BaseAmountYear","MustBeOvernight","BaseAmount","Notes","MinKmHome","ClassName","SortOrder","BaseAmountCur"
0,"No PerDiem","Std_PerDiem_None",2012,0,0.0,"",0.0,"PerDiem",1,"USD"
