"DisplayName","Name","FuelRate","CoolVolumeCC","Storage","FuelRateUnits","BaseCostCur","BaseCost","BaseCostYear","Fuel","Requires","Notes","AmortizationKm"
"Single cab truck 8 large CB","Std_SingleCabTruck","",0.0,"8*Std_CB_RCW25CF","","","","","P","","",""
