From,To,Seconds,Meters
1150006,3070125,9201,111035
1150006,3070126,9763,114668
1150006,3070127,8247,103467
1150006,3070128,8800,108618
1150006,3070129,8555,108569
1150006,3070130,8848,112841
1150006,3070131,6199,72174
1150006,3070132,7394,86021
1150006,3070133,7311,84197
1150006,3070134,8158,102629
1150006,3070135,8216,103099
1150006,3150008,6609,82670
1150006,3070137,8843,106974
1150006,3070138,8843,106974
1150006,3070139,6581,75511
1150006,3070140,6057,70465
1150006,3150013,8687,91222
1150006,3150014,7553,82027
1150006,3150015,8077,84829
1150006,3150016,8120,85306
1150006,3150017,8167,85837
1150006,3150018,8142,87009
1150006,3150019,9210,94325
1150006,3150020,7433,77155
1150006,3150021,7416,74447
1150006,3150022,4944,66552
1150006,3150023,-1,-1
1150006,3150024,4969,64733
1150006,3150025,-1,-1
1150006,3150026,-1,-1
1150006,3150027,5839,73993
1150006,3150028,5707,73147
1150006,3150029,5558,66435
1150006,3150030,-1,-1
1150006,3150031,5917,75916
1150006,3150032,5917,75916
1150006,3150033,-1,-1
1150006,3150034,5917,75916
1150006,3150035,-1,-1
1150006,3150036,4502,56628
1150006,3150037,6379,79717
1150006,3150038,5897,57419
1150006,3150039,6028,58472
1150006,3150040,6128,78643
1150006,3150041,6380,79724
1150006,3150042,6380,79724
1150006,3150043,1607,19762
1150006,3150044,1797,21075
1150006,3150045,3186,33916
1150006,3150046,2708,26996
1150006,3150047,3559,38248
1150006,3150048,3044,33698
1150006,3150049,3507,38016
1150006,3150050,2728,33647
1150006,3150051,3310,31367
1150006,3150012,8380,88380
1150006,3150053,3152,37702
1150006,3150054,1339,16003
1150006,3150055,1390,16651
1150006,3150056,2633,28215
1150006,3150057,6073,69800
1150006,3150058,6846,70798
1150006,3150059,6820,70592
1150006,3150060,4634,53961
1150006,3150061,4798,55177
1150006,3150062,4774,55012
1150006,3150063,4848,55505
1150006,3150064,4798,55173
1150006,3150065,5186,58114
1150006,3150066,5258,58597
1150006,3150067,4877,56287
1150006,3150068,4690,55347
1150006,3150069,170,1302
1150006,3150070,2632,33483
1150006,3150071,1746,18215
1150006,3150072,210,1632
1150006,3150073,1622,17577
1150006,3150074,5698,79740
1150006,3150075,5714,80058
1150006,3150076,4804,59521
1150006,3150077,4586,56777
1150006,3150078,5010,61528
1150006,3150079,4562,50373
1150006,3150080,4978,52656
1150006,3150081,4747,51463
1150006,3150082,4682,51241
1150006,3150083,4555,54691
1150006,3150084,5353,57575
1150006,3150085,5325,57440
1150006,3150086,5619,59564
1150006,3150087,4558,53881
1150006,3150088,4559,53892
1150006,3150089,4095,48992
1150006,3150090,4396,52504
1150006,3150091,5087,57275
1150006,3150092,4161,46607
1150006,3150093,4266,47684
1150006,3150094,4412,49913
1150006,3150095,-1,-1
1150006,3150096,4177,48557
1150006,3150097,4215,52987
1150006,3150098,4363,48626
1150006,3150099,3407,35749
1150006,3150100,2994,35558
1150006,3150101,2920,35263
1150006,3150102,3813,42135
1150006,3150103,4259,41483
1150006,3150104,4145,40192
1150006,3150105,4312,48330
1150006,3150106,4170,40504
1150006,3150107,4075,49026
1150006,3150108,4003,47273
1150006,3150109,4587,57861
1150006,3150110,4100,47677
1150006,3150111,4531,47707
1150006,3150112,4589,48390
1150006,3150113,4605,48544
1150006,3150114,4560,48730
1150006,3150115,4867,51588
1150006,3150116,4428,47317
1150006,3150117,4004,40846
1150006,3150118,6009,71749
1150006,3150119,3807,39162
1150006,3150052,2760,28461
1150006,3070136,7868,102195
1150006,3150003,6293,74415
1150006,3150004,6175,73526
1150006,3150010,7527,79194
1150006,3150005,6518,76268
1150006,3150006,7004,80848
1150006,3150011,7020,83926
1150006,3150007,6652,81924
1070007,3150114,5809,82406
1070007,3150001,2028,16534
1070007,3150002,2173,17034
1070007,3070001,4797,55929
1070007,3070002,4593,61539
1070007,3070003,4511,60880
1070007,3070004,-1,-1
1070007,3070005,4981,56263
1070007,3070006,4453,59237
1070007,3070007,8448,101640
1070007,3070008,8653,102752
1070007,3070009,7018,86615
1070007,3070010,7902,95038
1070007,3070011,8993,108084
1070007,3070012,7684,93272
1070007,3070013,6693,79501
1070007,3070014,7742,87450
1070007,3070015,6221,77970
1070007,3070016,7633,89361
1070007,3070017,5607,64933
1070007,3070018,6962,83741
1070007,3070019,7870,88611
1070007,3070020,7855,88506
1070007,3070021,7411,88182
1070007,3070022,2535,29880
1070007,3070023,6457,78086
1070007,3070024,6575,80330
1070007,3070025,3406,40970
1070007,3070026,4670,51776
1070007,3070027,5815,70905
1070007,3070028,6174,75296
1070007,3070029,4105,51126
1070007,3070030,4983,63383
1070007,3070031,5945,71749
1070007,3070032,6191,75457
1070007,3070033,2211,27624
1070007,3070034,1729,18569
1070007,3070035,1964,19471
1070007,3070036,2379,29233
1070007,3070037,789,9922
1070007,3070038,573,7032
1070007,3070039,3446,39399
1070007,3070040,3439,41708
1070007,3070041,3284,39311
1070007,3070042,3881,46163
1070007,3070043,3560,43032
1070007,3070044,4748,53207
1070007,3070045,4313,52988
1070007,3070046,4560,55932
1070007,3070047,678,5679
1070007,3070048,1190,9904
1070007,3070049,622,6413
1070007,3070050,1061,8247
1070007,3070051,654,5615
1070007,3070052,756,7301
1070007,3070053,304,2963
1070007,3070054,563,5235
1070007,3070055,961,9737
1070007,3070056,1169,10007
1070007,3070057,1558,15306
1070007,3070058,1473,14478
1070007,3070059,1429,14054
1070007,3070060,3124,35241
1070007,3070061,76,527
1070007,3070062,2320,24028
1070007,3070063,1453,12022
1070007,3070064,1409,11817
1070007,3070065,6946,73071
1070007,3070066,6772,70525
1070007,3070067,7174,74837
1070007,3070068,5551,68927
1070007,3070069,5144,65041
1070007,3070070,1169,13646
1070007,3070071,6000,72817
1070007,3070072,6030,64994
1070007,3070073,6798,70730
1070007,3070074,10192,121255
1070007,3070075,12239,143071
1070007,3070076,12165,142168
1070007,3070077,9295,111378
1070007,3070078,9478,113490
1070007,3070079,10677,127138
1070007,3070080,1261,10438
1070007,3070081,2535,23644
1070007,3070082,2050,20928
1070007,3070083,1490,12290
1070007,3070084,1622,13918
1070007,3070085,1398,12113
1070007,3070086,2735,27101
1070007,3070087,3393,32541
1070007,3070088,2369,25081
1070007,3070089,1508,16389
1070007,3070090,1608,17222
1070007,3070091,4308,39833
1070007,3070092,2654,23401
1070007,3070093,2909,26441
1070007,3070094,2602,20975
1070007,3070095,6784,79598
1070007,3070096,5421,58548
1070007,3070097,6912,72903
1070007,3070098,6221,69150
1070007,3070099,5909,72775
1070007,3070100,6732,99498
1070007,3070101,6457,77764
1070007,3070102,6138,65878
1070007,3070103,6141,65903
1070007,3070104,5561,61438
1070007,3070105,6019,66756
1070007,3070106,5437,68986
1070007,3070107,4965,53995
1070007,3070108,5825,69470
1070007,3070109,4938,54109
1070007,3070110,3149,37109
1070007,3070111,1822,15080
1070007,3070112,5619,66550
1070007,3070113,3870,44287
1070007,3070114,3893,44493
1070007,3070115,6019,80372
1070007,3070116,4912,59633
1070007,3070117,4970,54497
1070007,3070118,4655,56734
1070007,3070119,6058,71649
1070007,3070120,5544,60337
1070007,3070121,5431,59649
1070007,3070122,5346,77317
1070007,3070123,4289,47885
1070007,3070124,4413,48880
1070007,3070125,4453,51001
1070007,3070126,5015,54634
1070007,3070127,3499,43433
1070007,3070128,4052,48584
1070007,3070129,3807,48535
1070007,3070130,4100,52807
1070007,3070131,5997,75768
1070007,3070132,4648,58142
1070007,3070133,4682,52255
1070007,3070134,3410,42595
1070007,3070135,3468,43066
1070007,3150008,852,10658
1070007,3070137,4095,46940
1070007,3070138,4095,46940
1070007,3070139,6379,79106
1070007,3070140,5854,74059
1070007,3150013,2630,23636
1070007,3150014,1154,9082
1070007,3150015,2032,18133
1070007,3150016,1990,17656
1070007,3150017,1942,17125
1070007,3150018,1607,12764
1070007,3150019,2872,24682
1070007,3150020,3866,34601
1070007,3150021,2196,18507
1070007,3150022,7329,119543
1070007,3150023,-1,-1
1070007,3150024,7354,117724
1070007,3150025,-1,-1
1070007,3150026,-1,-1
1070007,3150027,8225,126985
1070007,3150028,8093,126138
1070007,3150029,7943,119426
1070007,3150030,-1,-1
1070007,3150031,8302,128907
1070007,3150032,8302,128907
1070007,3150033,-1,-1
1070007,3150034,8302,128907
1070007,3150035,-1,-1
1070007,3150036,6888,109619
1070007,3150037,8765,132709
1070007,3150038,8783,126627
1070007,3150039,8653,125575
1070007,3150040,8514,131634
1070007,3150041,8765,132715
1070007,3150042,8765,132715
1070007,3150043,5976,73922
1070007,3150044,6075,74344
1070007,3150045,6801,92615
1070007,3150046,7274,86137
1070007,3150047,6503,87755
1070007,3150048,6044,84368
1070007,3150049,6451,87523
1070007,3150050,6347,77030
1070007,3150051,5365,69448
1070007,3150012,1845,14135
1070007,3150053,6208,75618
1070007,3150054,6245,77681
1070007,3150055,6191,77033
1070007,3150056,6486,89852
1070007,3150057,3284,38645
1070007,3150058,2905,24951
1070007,3150059,2879,24745
1070007,3150060,3577,44409
1070007,3150061,3742,45624
1070007,3150062,3718,45460
1070007,3150063,3791,45953
1070007,3150064,3741,45621
1070007,3150065,3259,39201
1070007,3150066,3329,39688
1070007,3150067,3419,40336
1070007,3150068,3322,41395
1070007,3150069,7414,92382
1070007,3150070,6251,76866
1070007,3150071,6800,81379
1070007,3150072,7801,95540
1070007,3150073,6942,84224
1070007,3150074,8083,132731
1070007,3150075,8100,133049
1070007,3150076,7189,112512
1070007,3150077,6971,109768
1070007,3150078,7395,114519
1070007,3150079,6948,103364
1070007,3150080,7364,105647
1070007,3150081,5108,59837
1070007,3150082,5177,65734
1070007,3150083,3499,45139
1070007,3150084,4072,33006
1070007,3150085,4229,34194
1070007,3150086,4215,34020
1070007,3150087,3501,44329
1070007,3150088,3503,44339
1070007,3150089,3635,47120
1070007,3150090,3340,42952
1070007,3150091,4031,47723
1070007,3150092,4798,62679
1070007,3150093,4903,63756
1070007,3150094,5525,66572
1070007,3150095,-1,-1
1070007,3150096,4772,64596
1070007,3150097,4810,69025
1070007,3150098,5000,64698
1070007,3150099,6563,88260
1070007,3150100,4731,59041
1070007,3150101,4670,58402
1070007,3150102,4383,55950
1070007,3150103,6618,91118
1070007,3150104,6505,89827
1070007,3150105,5560,82006
1070007,3150106,6530,90139
1070007,3150107,6460,102017
1070007,3150108,6388,100264
1070007,3150109,6972,110852
1070007,3150110,6485,100668
1070007,3150111,5780,81383
1070007,3150112,5838,82066
1070007,3150113,5853,82220
1070007,3150009,2217,17585
1070007,3150115,6115,85264
1070007,3150116,5677,80993
1070007,3150117,6608,95460
1070007,3150118,3806,44150
1070007,3150119,6309,96072
1070007,3150052,6550,77045
1070007,3070136,3120,42161
1070007,3150003,1610,15755
1070007,3150004,1711,16661
1070007,3150010,1786,14404
1070007,3150005,1612,14361
1070007,3150006,1299,11084
1070007,3150011,1625,13588
1070007,3150007,1169,13646
1150008,3070137,5818,72270
1150008,3070129,5529,73864
1150008,3070130,5823,78137
1150008,3070001,6520,81259
1150008,3070002,6316,86868
1150008,3070003,6234,86210
1150008,3070004,-1,-1
1150008,3070005,6250,68987
1150008,3070006,6175,84566
1150008,3070007,8046,83190
1150008,3070008,8252,84302
1150008,3070009,6617,68165
1150008,3070010,7500,76588
1150008,3070011,8304,89389
1150008,3070012,7283,74822
1150008,3070013,4928,50556
1150008,3070014,4484,45809
1150008,3070015,5819,59520
1150008,3070016,4153,42869
1150008,3070017,5265,49845
1150008,3070018,3483,37248
1150008,3070019,4486,45501
1150008,3070020,4472,45396
1150008,3070021,3931,41690
1150008,3070022,4257,55210
1150008,3070023,2978,31593
1150008,3070024,3096,33837
1150008,3070025,4674,53693
1150008,3070026,2822,29925
1150008,3070027,4612,46449
1150008,3070028,3325,34915
1150008,3070029,4671,46984
1150008,3070030,4561,46827
1150008,3070031,2808,26360
1150008,3070032,3308,34753
1150008,3070033,3798,43977
1150008,3070034,4172,52143
1150008,3070035,4406,53045
1150008,3070036,3768,43052
1150008,3070037,3649,48701
1150008,3070038,3862,51592
1150008,3070039,4714,52122
1150008,3070040,4707,54431
1150008,3070041,4552,52034
1150008,3070042,5603,71493
1150008,3070043,5283,68362
1150008,3070044,6471,78536
1150008,3070045,6036,78317
1150008,3070046,6282,81262
1150008,3070047,4849,63099
1150008,3070048,5361,67324
1150008,3070049,4491,60166
1150008,3070050,5051,64973
1150008,3070051,4222,54782
1150008,3070052,4448,57822
1150008,3070053,4116,55661
1150008,3070054,4131,54402
1150008,3070055,4830,63490
1150008,3070056,5340,67427
1150008,3070057,5427,69058
1150008,3070058,5342,68231
1150008,3070059,5298,67807
1150008,3070060,4392,47965
1150008,3070061,4283,57953
1150008,3070062,4763,57602
1150008,3070063,5624,69442
1150008,3070064,5580,69237
1150008,3070065,8668,98401
1150008,3070066,8495,95854
1150008,3070067,8897,100167
1150008,3070068,7273,94257
1150008,3070069,6867,90371
1150008,3070070,3626,47220
1150008,3070071,7722,98147
1150008,3070072,7753,90323
1150008,3070073,8520,96060
1150008,3070074,7340,79263
1150008,3070075,9386,101079
1150008,3070076,9313,100176
1150008,3070077,8004,86112
1150008,3070078,7820,84000
1150008,3070079,7824,85146
1150008,3070080,5432,67858
1150008,3070081,6239,59307
1150008,3070082,6221,78348
1150008,3070083,5661,69710
1150008,3070084,5793,71338
1150008,3070085,5569,69533
1150008,3070086,5955,56906
1150008,3070087,5534,52700
1150008,3070088,5435,52389
1150008,3070089,5679,73809
1150008,3070090,5760,56145
1150008,3070091,6449,59991
1150008,3070092,3204,30947
1150008,3070093,6362,60119
1150008,3070094,6773,78395
1150008,3070095,8507,104928
1150008,3070096,7143,83877
1150008,3070097,8635,98233
1150008,3070098,7943,94479
1150008,3070099,7632,98104
1150008,3070100,3336,53015
1150008,3070101,8179,103093
1150008,3070102,7861,91208
1150008,3070103,7863,91233
1150008,3070104,7283,86767
1150008,3070105,7742,92085
1150008,3070106,7159,94316
1150008,3070107,6687,79325
1150008,3070108,7547,94799
1150008,3070109,6661,79438
1150008,3070110,4872,62438
1150008,3070111,3761,37483
1150008,3070112,7342,91880
1150008,3070113,5592,69617
1150008,3070114,5616,69823
1150008,3070115,7742,105702
1150008,3070116,6635,84962
1150008,3070117,6692,79827
1150008,3070118,6377,82063
1150008,3070119,7780,96978
1150008,3070120,7267,85667
1150008,3070121,7154,84978
1150008,3070122,1950,30834
1150008,3070123,6012,73214
1150008,3070124,6135,74210
1150008,3070125,6176,76331
1150008,3070126,6737,79963
1150008,3070127,5221,68763
1150008,3070128,5774,73913
1150008,3150001,3883,44173
1150008,3150002,3890,44234
1150008,3070131,5595,57318
1150008,3070132,5945,64574
1150008,3070133,5951,64978
1150008,3070134,5132,67925
1150008,3070135,5191,68395
1150008,3150008,3584,47966
1150008,3150009,3733,31269
1150008,3070138,5818,72270
1150008,3070139,5978,60656
1150008,3070140,5453,55609
1150008,3150013,4823,46224
1150008,3150014,3897,38140
1150008,3150015,4213,39831
1150008,3150016,4255,40308
1150008,3150017,4303,40839
1150008,3150018,4487,43122
1150008,3150019,5346,49327
1150008,3150020,3569,32157
1150008,3150021,3551,29450
1150008,3150022,3933,73060
1150008,3150023,-1,-1
1150008,3150024,3958,71241
1150008,3150025,-1,-1
1150008,3150026,-1,-1
1150008,3150027,4829,80502
1150008,3150028,4697,79655
1150008,3150029,4547,72943
1150008,3150030,-1,-1
1150008,3150031,4907,82424
1150008,3150032,4907,82424
1150008,3150033,-1,-1
1150008,3150034,4907,82424
1150008,3150035,-1,-1
1150008,3150036,3492,63136
1150008,3150037,5369,86226
1150008,3150038,5387,80144
1150008,3150039,5257,79092
1150008,3150040,5118,85151
1150008,3150041,5369,86233
1150008,3150042,5369,86233
1150008,3150043,2496,27429
1150008,3150044,2596,27851
1150008,3150045,3406,46133
1150008,3150046,3795,39645
1150008,3150047,3107,41273
1150008,3150048,2648,37885
1150008,3150049,3055,41041
1150008,3150050,2868,30538
1150008,3150051,1969,22965
1150008,3150012,4724,44493
1150008,3150053,3291,34593
1150008,3150054,2766,31188
1150008,3150055,2712,30540
1150008,3150056,3090,43369
1150008,3150057,3087,35098
1150008,3150058,3454,32496
1150008,3150059,3428,32291
1150008,3150060,1609,19257
1150008,3150061,1773,20472
1150008,3150062,1749,20308
1150008,3150063,1822,20801
1150008,3150064,1772,20468
1150008,3150065,2161,23410
1150008,3150066,2233,23892
1150008,3150067,1852,21583
1150008,3150068,1664,20643
1150008,3150069,3935,45889
1150008,3150070,2771,30374
1150008,3150071,3320,34886
1150008,3150072,4321,49048
1150008,3150073,3463,37731
1150008,3150074,4687,86248
1150008,3150075,4704,86566
1150008,3150076,3793,66029
1150008,3150077,3576,63285
1150008,3150078,3999,68036
1150008,3150079,3552,56882
1150008,3150080,3968,59164
1150008,3150081,1158,9777
1150008,3150082,1152,11046
1150008,3150083,1530,19986
1150008,3150084,1489,12577
1150008,3150085,1461,12442
1150008,3150086,1755,14566
1150008,3150087,1532,19177
1150008,3150088,1534,19187
1150008,3150089,1069,14288
1150008,3150090,1371,17799
1150008,3150091,2062,22571
1150008,3150092,1402,16196
1150008,3150093,1507,17273
1150008,3150094,2045,20079
1150008,3150095,-1,-1
1150008,3150096,1376,18113
1150008,3150097,1414,22543
1150008,3150098,1604,18215
1150008,3150099,3167,41778
1150008,3150100,1252,12548
1150008,3150101,1191,11909
1150008,3150102,904,9457
1150008,3150103,3222,44635
1150008,3150104,3109,43344
1150008,3150105,2164,35523
1150008,3150106,3134,43656
1150008,3150107,3065,55535
1150008,3150108,2992,53781
1150008,3150109,3576,64369
1150008,3150110,3089,54186
1150008,3150111,2384,34900
1150008,3150112,2442,35583
1150008,3150113,2457,35737
1150008,3150114,2413,35924
1150008,3150115,2720,38781
1150008,3150116,2281,34511
1150008,3150117,3212,48977
1150008,3150118,2983,37045
1150008,3150119,2913,49589
1150008,3150052,3118,28804
1150008,3070136,4843,67490
1150008,3150003,3267,39711
1150008,3150004,3149,38822
1150008,3150010,3871,35308
1150008,3150005,3493,41564
1150008,3150006,3979,46143
1150008,3150011,3959,38975
1150008,3150007,3626,47220
1150009,3150114,1960,27900
1150009,3150001,3650,41949
1150009,3150002,3657,42010
1150009,3070001,6286,79035
1150009,3070002,6084,61542
1150009,3070003,6000,83986
1150009,3070004,-1,-1
1150009,3070005,5722,57296
1150009,3070006,5942,82343
1150009,3070007,7455,75732
1150009,3070008,7661,76844
1150009,3070009,6026,60707
1150009,3070010,6910,69130
1150009,3070011,7675,81732
1150009,3070012,6692,67365
1150009,3070013,4298,42899
1150009,3070014,3855,38152
1150009,3070015,5228,52062
1150009,3070016,3524,35212
1150009,3070017,4674,42387
1150009,3070018,2854,29591
1150009,3070019,3857,37844
1150009,3070020,3842,37739
1150009,3070021,3302,34033
1150009,3070022,4024,52986
1150009,3070023,2349,23936
1150009,3070024,2467,26180
1150009,3070025,4446,51478
1150009,3070026,2594,27709
1150009,3070027,3983,38792
1150009,3070028,2696,27258
1150009,3070029,4080,39526
1150009,3070030,3931,39170
1150009,3070031,2218,18902
1150009,3070032,2679,27096
1150009,3070033,3570,41761
1150009,3070034,3938,49919
1150009,3070035,4173,50821
1150009,3070036,3540,40836
1150009,3070037,3416,46477
1150009,3070038,3629,49368
1150009,3070039,4486,49906
1150009,3070040,4479,52215
1150009,3070041,4324,49819
1150009,3070042,5370,69269
1150009,3070043,5050,66138
1150009,3070044,6237,76313
1150009,3070045,5803,76093
1150009,3070046,6049,79038
1150009,3070047,4615,60875
1150009,3070048,5128,65101
1150009,3070049,4258,57942
1150009,3070050,4817,62749
1150009,3070051,3989,52558
1150009,3070052,4215,55598
1150009,3070053,3883,53437
1150009,3070054,3898,52179
1150009,3070055,4596,61266
1150009,3070056,5107,65203
1150009,3070057,5194,66835
1150009,3070058,5109,66007
1150009,3070059,5065,65583
1150009,3070060,4165,45749
1150009,3070061,4050,55730
1150009,3070062,4529,55378
1150009,3070063,5391,67218
1150009,3070064,5347,67013
1150009,3070065,8435,96177
1150009,3070066,8262,93631
1150009,3070067,8664,97943
1150009,3070068,7040,92033
1150009,3070069,6633,88147
1150009,3070070,3393,44996
1150009,3070071,7489,95923
1150009,3070072,7519,88100
1150009,3070073,8287,93836
1150009,3070074,6711,71607
1150009,3070075,8757,93423
1150009,3070076,8684,92519
1150009,3070077,7374,78455
1150009,3070078,7191,76343
1150009,3070079,7195,77490
1150009,3070080,5199,65634
1150009,3070081,6473,78840
1150009,3070082,5987,76125
1150009,3070083,5428,67486
1150009,3070084,5559,69115
1150009,3070085,5335,67309
1150009,3070086,6676,64626
1150009,3070087,6254,60419
1150009,3070088,6155,60108
1150009,3070089,5446,71585
1150009,3070090,5546,72419
1150009,3070091,7170,67710
1150009,3070092,3337,32320
1150009,3070093,6847,81637
1150009,3070094,6540,76171
1150009,3070095,8273,102704
1150009,3070096,6910,81653
1150009,3070097,8401,96009
1150009,3070098,7710,92256
1150009,3070099,7398,95881
1150009,3070100,2883,44991
1150009,3070101,7946,100870
1150009,3070102,7628,88984
1150009,3070103,7630,89009
1150009,3070104,7050,84543
1150009,3070105,7509,89862
1150009,3070106,6926,92092
1150009,3070107,6454,77101
1150009,3070108,7314,92576
1150009,3070109,6427,77214
1150009,3070110,4639,60215
1150009,3070111,3565,45506
1150009,3070112,7109,89656
1150009,3070113,5359,67393
1150009,3070114,5383,67599
1150009,3070115,7509,103478
1150009,3070116,6401,82739
1150009,3070117,6459,77603
1150009,3070118,6144,79839
1150009,3070119,7547,94755
1150009,3070120,7033,83443
1150009,3070121,6920,82755
1150009,3070122,1497,22810
1150009,3070123,5779,70991
1150009,3070124,5902,71986
1150009,3070125,5942,74107
1150009,3070126,6504,77740
1150009,3070127,4988,66539
1150009,3070128,5541,71689
1150009,3070129,5296,71641
1150009,3070130,5589,75913
1150009,3070131,5004,49860
1150009,3070132,5717,62359
1150009,3070133,5723,62763
1150009,3070134,4899,65701
1150009,3070135,4958,66171
1150009,3150008,3351,45742
1150009,3070137,5584,70046
1150009,3070138,5584,70046
1150009,3070139,5387,53198
1150009,3070140,4862,48152
1150009,3150013,5544,53943
1150009,3150014,4294,45099
1150009,3150015,4933,47550
1150009,3150016,4976,48027
1150009,3150017,5024,48559
1150009,3150018,4884,50081
1150009,3150019,6067,57046
1150009,3150020,4289,39876
1150009,3150021,4272,37169
1150009,3150022,3480,65036
1150009,3150023,-1,-1
1150009,3150024,3505,63217
1150009,3150025,-1,-1
1150009,3150026,-1,-1
1150009,3150027,4376,72478
1150009,3150028,4244,71631
1150009,3150029,4094,64919
1150009,3150030,-1,-1
1150009,3150031,4453,74400
1150009,3150032,4453,74400
1150009,3150033,-1,-1
1150009,3150034,4453,74400
1150009,3150035,-1,-1
1150009,3150036,3039,55112
1150009,3150037,4916,78202
1150009,3150038,4934,72120
1150009,3150039,4804,71068
1150009,3150040,4664,77127
1150009,3150041,4916,78209
1150009,3150042,4916,78209
1150009,3150043,1867,19772
1150009,3150044,1967,20194
1150009,3150045,2952,38109
1150009,3150046,3166,31988
1150009,3150047,2654,33249
1150009,3150048,2195,29861
1150009,3150049,2602,33016
1150009,3150050,2238,22881
1150009,3150051,1419,12286
1150009,3150012,5121,51452
1150009,3150053,2662,26936
1150009,3150054,2137,23531
1150009,3150055,2083,22883
1150009,3150056,2637,35345
1150009,3150057,2859,32882
1150009,3150058,3588,33870
1150009,3150059,3561,33664
1150009,3150060,1375,17033
1150009,3150061,1540,18249
1150009,3150062,1516,18084
1150009,3150063,1589,18577
1150009,3150064,1539,18245
1150009,3150065,1927,21186
1150009,3150066,2000,21669
1150009,3150067,1619,19359
1150009,3150068,1431,18419
1150009,3150069,3306,38232
1150009,3150070,2142,22717
1150009,3150071,2691,27229
1150009,3150072,3692,41391
1150009,3150073,2833,30074
1150009,3150074,4234,78224
1150009,3150075,4251,78542
1150009,3150076,3340,58005
1150009,3150077,3122,55261
1150009,3150078,3546,60012
1150009,3150079,3099,48857
1150009,3150080,3515,51140
1150009,3150081,1369,11449
1150009,3150082,1305,11227
1150009,3150083,1297,17763
1150009,3150084,2210,20296
1150009,3150085,2182,20161
1150009,3150086,2476,22286
1150009,3150087,1299,16953
1150009,3150088,1301,16964
1150009,3150089,836,12064
1150009,3150090,1138,15576
1150009,3150091,1829,20347
1150009,3150092,949,8172
1150009,3150093,1054,9249
1150009,3150094,1455,12621
1150009,3150095,-1,-1
1150009,3150096,923,10089
1150009,3150097,961,14519
1150009,3150098,1150,10191
1150009,3150099,2714,33754
1150009,3150100,622,4891
1150009,3150101,562,4252
1150009,3150102,805,7259
1150009,3150103,2769,36611
1150009,3150104,2656,35320
1150009,3150105,1711,27499
1150009,3150106,2681,35632
1150009,3150107,2611,47511
1150009,3150108,2539,45757
1150009,3150109,3123,56345
1150009,3150110,2636,46162
1150009,3150111,1931,26876
1150009,3150112,1989,27559
1150009,3150113,2004,27713
1150009,3150009,4088,42181
1150009,3150115,2266,30757
1150009,3150116,1828,26487
1150009,3150117,2759,40953
1150009,3150118,2750,34821
1150009,3150119,2459,41565
1150009,3150052,2489,21148
1150009,3070136,4609,65267
1150009,3150003,3034,37487
1150009,3150004,2916,36598
1150009,3150010,4268,42266
1150009,3150005,3260,39340
1150009,3150006,3746,43920
1150009,3150011,3762,46998
1150009,3150007,3393,44996
1150010,3070137,7529,108699
1150010,3070129,7240,110294
1150010,3070130,7534,114566
1150010,3070001,8231,117688
1150010,3070002,8027,123298
1150010,3070003,7945,122639
1150010,3070004,-1,-1
1150010,3070005,7923,97281
1150010,3070006,7887,120996
1150010,3070007,9656,115716
1150010,3070008,9862,116828
1150010,3070009,8227,100691
1150010,3070010,9111,109115
1150010,3070011,9660,95348
1150010,3070012,8893,107349
1150010,3070013,6322,82041
1150010,3070014,5878,77294
1150010,3070015,7429,92046
1150010,3070016,5547,74354
1150010,3070017,6875,82371
1150010,3070018,4877,68733
1150010,3070019,5880,76986
1150010,3070020,5866,76881
1150010,3070021,5325,73175
1150010,3070022,5969,91639
1150010,3070023,4372,63078
1150010,3070024,4490,65322
1150010,3070025,6390,90131
1150010,3070026,4538,66362
1150010,3070027,6006,77934
1150010,3070028,4719,66400
1150010,3070029,6281,79510
1150010,3070030,5955,78312
1150010,3070031,4419,58886
1150010,3070032,4702,66238
1150010,3070033,5515,80414
1150010,3070034,5883,88572
1150010,3070035,6117,89474
1150010,3070036,5485,79490
1150010,3070037,5360,85130
1150010,3070038,5573,88021
1150010,3070039,6431,88559
1150010,3070040,6424,90869
1150010,3070041,6268,88472
1150010,3070042,7314,107922
1150010,3070043,6994,104791
1150010,3070044,8182,114966
1150010,3070045,7747,114747
1150010,3070046,7994,117691
1150010,3070047,6560,99529
1150010,3070048,7072,103754
1150010,3070049,6202,96595
1150010,3070050,6762,101402
1150010,3070051,5933,91211
1150010,3070052,6159,94251
1150010,3070053,5828,92090
1150010,3070054,5842,90832
1150010,3070055,6541,99919
1150010,3070056,7051,103856
1150010,3070057,7138,105488
1150010,3070058,7053,104661
1150010,3070059,7010,104237
1150010,3070060,6109,84402
1150010,3070061,5994,94383
1150010,3070062,6474,94031
1150010,3070063,7336,105871
1150010,3070064,7291,105667
1150010,3070065,10380,134830
1150010,3070066,10206,132284
1150010,3070067,10608,136596
1150010,3070068,8984,130686
1150010,3070069,8578,126800
1150010,3070070,5338,83649
1150010,3070071,9433,134576
1150010,3070072,9464,126753
1150010,3070073,10232,132489
1150010,3070074,8696,85223
1150010,3070075,10742,107039
1150010,3070076,10668,106136
1150010,3070077,9359,92072
1150010,3070078,9175,89960
1150010,3070079,9180,91106
1150010,3070080,7143,104287
1150010,3070081,8417,117493
1150010,3070082,7932,114778
1150010,3070083,7373,106139
1150010,3070084,7504,107768
1150010,3070085,7280,105962
1150010,3070086,8621,103279
1150010,3070087,8199,99072
1150010,3070088,8100,98761
