location ID,district,block,gram panchayat,village,display name,latitude,longitude,notes: re location,supply chain level,function,sector,fixed/mobile,operating schedule,hectares under cultivation for potatoes,total population in village
3070123,Cuttack,Salepur,Sauri,Kisinapur,"Weekly Market, Kisinapur",20.502051,86.046587,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1363
3070124,Cuttack,Salepur,Sauri,Sauri,"Weekly Market, Sauri",20.5023395,86.059333,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,987
3070125,Cuttack,Salepur,Sisua,Sapanapur,"Weekly Market, Sapanapur",20.61831,85.929177,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,905
3070126,Cuttack,Salepur,Tarito,Gothamira,"Weekly Market, Gothamira",20.4584148,86.0899103,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,592
3070127,Cuttack,Tangi choudwar,Agrahat,Agrahat,"Weekly Market, Agrahat",20.5538574,85.9074526,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4014
3070128,Cuttack,Tangi choudwar,Badasamantarapur,Badapadagaon,"Weekly Market, Badapadagaon",20.5589593,85.8716515,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1962
3070129,Cuttack,Tangi choudwar,Bhatimunda,Bhatimunda,"Weekly Market, Bhatimunda",20.5342447,86.0236364,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,3214
3070130,Cuttack,Tangi choudwar,Govindapur,Govindapur,"Weekly Market, Govindapur",20.5758523,86.0548722,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1873
3070131,Cuttack,Tangi choudwar,Indranipatna,Bandalo,"Weekly Market, Bandalo",20.461356,85.528308,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2216
3070132,Cuttack,Tangi choudwar,Kakhadi,Kakhadi,"Weekly Market, Kakhadi",20.5028512,85.7641013,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2737
3070133,Cuttack,Tangi choudwar,Kakhadi,Mahalapada,"Weekly Market, Mahalapada",20.5023517,85.7435906,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1938
3070134,Cuttack,Tangi choudwar,Nakhara,Garudgaon,"Weekly Market, Garudgaon",20.5534758,85.9547235,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,293
3070135,Cuttack,Tangi choudwar,Nakhara,Nakhara,"Weekly Market, Nakhara",20.5614911,85.9476995,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1768
3070136,Cuttack,Tangi choudwar,Safa,Karanji,"Weekly Market, Karanji",20.5496015,85.9751513,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,3220
3070137,Cuttack,Tangi choudwar,Sankarpur,Banto,"Weekly Market, Banto",20.5819596,85.9010613,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,266
3070138,Cuttack,Tangi choudwar,Sankarpur,Sankarpur,"Weekly Market, Sankarpur",20.5817785,85.8933908,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4441
3070139,Cuttack,Tigiria,Bindhanima,Bindhanima,"Weekly Market, Bindhanima",20.4488577,85.5071469,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,5151
3070140,Cuttack,Tigiria,Panchagan,Panchagan,"Weekly Market, Panchagan",20.4793759,85.5380467,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,5199
3150001,Khordha ,Balianta,Bainchua,Bhainchua,"Weekly Market, Bhainchua",20.2666296,85.8960049,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4320
3150002,Khordha ,Balianta,Bainchua,Bhelurihat,"Weekly Market, Bhelurihat",20.2739914,85.8921123,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,867
3150003,Khordha ,Balianta,Balianta,Andilo,"Weekly Market, Andilo",20.303055,85.891092,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2764
3150004,Khordha ,Balianta,Balianta,Balianta,"Weekly Market, Balianta",20.308441,85.88654,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,3556
3150005,Khordha ,Balianta,Benupur,Benupur,"Weekly Market, Benupur",20.286238,85.9082341,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4111
3150006,Khordha ,Balianta,Bhingarpur,Bhingarpur,"Weekly Market, Bhingarpur",20.266262,85.9316878,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4752
3150007,Khordha ,Balianta,Jagannathpur,Jagannathpur,"Weekly Market, Jagannathpur",20.327984,85.912565,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1581
3150008,Khordha ,Balianta,Jagannathpur,Jayarsasan,"Weekly Market, Jayarsasan",20.3223938,85.9278993,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2760
3150009,Khordha ,Balianta,Jhinti Sasan,Jhintisasan,"Weekly Market, Jhintisasan",20.1717568,85.9061744,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4366
3150010,Khordha ,Balianta,Sarakana,Sarakana,"Weekly Market, Sarakana",20.2209549,85.912565,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2571
3150011,Khordha ,Balianta,Satyabhamapur,Gotalbindha,"Weekly Market, Gotalbindha",20.2549948,85.9061744,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,794
3150012,Khordha ,Balipatna,Bhapur,Banamalipur,"Weekly Market, Banamalipur",20.1761368,86.0109629,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,362
3150013,Khordha ,Balipatna,Deulidharpur,Abhaymukhi,"Weekly Market, Abhaymukhi",20.1133528,86.0172595,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,3596
3150014,Khordha ,Balipatna,Garedipanchan,Garedipanchan,"Weekly Market, Garedipanchan",20.1921688,85.9534465,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,3424
3150015,Khordha ,Balipatna,Kurunjipur,Badala Sasan,"Weekly Market, Badala Sasan",20.1156922,85.9891914,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2470
3150016,Khordha ,Balipatna,Kurunjipur,Nagaseni,"Weekly Market, Nagaseni",20.1206482,85.9783429,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,85
3150017,Khordha ,Balipatna,Kurunjipur,Odakhanda,"Weekly Market, Odakhanda",20.123664,85.97361,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,757
3150018,Khordha ,Balipatna,Majhihara,Dhanahara,"Weekly Market, Dhanahara",20.1797511,85.9955719,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1211
3150019,Khordha ,Balipatna,Nariso,Nariso,"Weekly Market, Nariso",20.1230134,86.0504111,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4300
3150020,Khordha ,Balipatna,Rajas,Rajas,"Weekly Market, Rajas",20.1322461,85.9330098,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,6255
3150021,Khordha ,Balipatna,Somanasasan,Adalabad,"Weekly Market, Adalabad",20.133461,85.912899,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,456
3150022,Khordha ,Banapur,Bisnudiha,Kotari,"Weekly Market, Kotari",19.7771487,85.2114218,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,895
3150023,Khordha ,Banapur,Damiabarabara,Baguda,"Weekly Market, Baguda",19.824477,84.983706,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,177
3150024,Khordha ,Banapur,Damiabarabara,Bankiapali,"Weekly Market, Bankiapali",19.7793141,85.2300324,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,493
3150025,Khordha ,Banapur,Damiabarabara,Bhujiabarabara,"Weekly Market, Bhujiabarabara",19.8342595,85.0194481,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,177
3150026,Khordha ,Banapur,Damiabarabara,Katuala,"Weekly Market, Katuala",19.8514153,85.0493253,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,285
3150027,Khordha ,Banapur,Galua,Galua,"Weekly Market, Galua",19.7831181,85.1848704,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4718
3150028,Khordha ,Banapur,Galua,Naraharipursasan,"Weekly Market, Naraharipursasan",19.7891599,85.1887568,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,300
3150029,Khordha ,Banapur,Kulei,Gotapalli,"Weekly Market, Gotapalli",19.8595214,85.2386074,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,743
3150030,Khordha ,Banapur,Kumaranga  ,Champadeipurpatana,"Weekly Market, Champadeipurpatana",19.7639087,85.1330262,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,732
3150031,Khordha ,Banapur,Kumaranga  ,Dandigadia,"Weekly Market, Dandigadia",19.7458641,85.1518254,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,770
3150032,Khordha ,Banapur,Kumaranga  ,Ekadalia,"Weekly Market, Ekadalia",19.7609162,85.1596025,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1000
3150033,Khordha ,Banapur,Kumaranga  ,Jhintikapalli,"Weekly Market, Jhintikapalli",19.7537648,85.1421025,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,542
3150034,Khordha ,Banapur,Kumaranga  ,Kandhadulani,"Weekly Market, Kandhadulani",19.7549792,85.1596025,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,157
3150035,Khordha ,Banapur,Kumaranga  ,Kandhapunjiama,"Weekly Market, Kandhapunjiama",19.7511699,85.1284876,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,121
3150036,Khordha ,Banapur,Nachuni,Badapadar,"Weekly Market, Badapadar",19.8413516,85.2813006,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1690
3150037,Khordha ,Banapur,Narendrapur,Arakhadihi,"Weekly Market, Arakhadihi",19.8324505,85.1578917,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,631
3150038,Khordha ,Banapur,Niladriprasad,Aranga,"Weekly Market, Aranga",19.8652869,85.1220031,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1008
3150039,Khordha ,Banapur,Niladriprasad,Jualiamba,"Weekly Market, Jualiamba",19.8442925,85.1142207,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,92
3150040,Khordha ,Banapur,Tumuraputsasan,Bengarajapalli,"Weekly Market, Bengarajapalli",19.7792646,85.124597,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1460
3150041,Khordha ,Banapur,Tumuraputsasan,Gangadharapur,"Weekly Market, Gangadharapur",19.8133682,85.1233,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,252
3150042,Khordha ,Banapur,Tumuraputsasan,Gateswarpur,"Weekly Market, Gateswarpur",19.8052573,85.1252454,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,314
3150043,Khordha ,Begunia,Begunia,Begunia,"Weekly Market, Begunia",20.2022439,85.4517403,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2948
3150044,Khordha ,Begunia,Begunia,Odagan,"Weekly Market, Odagan",20.2111582,85.4517403,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,380
3150045,Khordha ,Begunia,Botalama,Botalama,"Weekly Market, Botalama",20.0901266,85.4246606,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,577
3150046,Khordha ,Begunia,Botalama,Manikpurpatna,"Weekly Market, Manikpurpatna",20.1058738,85.4304646,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,843
3150047,Khordha ,Begunia,Haj,Baladhadi,"Weekly Market, Baladhadi",20.0777185,85.4620528,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,364
3150048,Khordha ,Begunia,Haj,Haj,"Weekly Market, Haj",20.0435204,85.4607639,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2396
3150049,Khordha ,Begunia,Haj,Nidhipur,"Weekly Market, Nidhipur",20.0670231,85.4504511,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1503
3150050,Khordha ,Begunia,Kantabad,Kantabad,"Weekly Market, Kantabad",20.259458,85.449989,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,893
3150051,Khordha ,Begunia,Kunjuri,Dalatola,"Weekly Market, Dalatola",20.141687,85.5238865,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,415
3150052,Khordha ,Begunia,Kunjuri,Kokasingh,"Weekly Market, Kokasingh",20.1682342,85.5161612,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,607
3150053,Khordha ,Begunia,Podadiha,Badatulasipur,"Weekly Market, Badatulasipur",20.3024219,85.5341852,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1638
3150054,Khordha ,Begunia,Radhakantapur,Chakapada,"Weekly Market, Chakapada",20.1931884,85.4175661,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,732
3150055,Khordha ,Begunia,Radhakantapur,Radhakantapur,"Weekly Market, Radhakantapur",20.2014432,85.420791,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,997
3150056,Khordha ,Begunia,Siko,Chandrasekharpur,"Weekly Market, Chandrasekharpur",20.0363864,85.414341,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1234
3150057,Khordha ,Bhubaneswar,Daruthenga,Bhuasuni,"Weekly Market, Bhuasuni",20.4022564,85.784604,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,176
3150058,Khordha ,Bhubaneswar,Itipur,Itipur,"Weekly Market, Itipur",20.2018708,85.8275057,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,358
3150059,Khordha ,Bhubaneswar,Itipur,Nistarinipur,"Weekly Market, Nistarinipur",20.2055107,85.8243053,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,121
3150060,Khordha ,Bhubaneswar,Nanput,Mahura,"Weekly Market, Mahura",20.2108891,85.7384617,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,703
3150061,Khordha ,Bhubaneswar,Nanput,Nandapur,"Weekly Market, Nandapur",20.2074367,85.74936,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,274
3150062,Khordha ,Bhubaneswar,Nanput,Nanput,"Weekly Market, Nanput",20.2006408,85.7448727,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,571
3150063,Khordha ,Bhubaneswar,Nanput,Narasinghpur,"Weekly Market, Narasinghpur",20.2037984,85.752565,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,269
3150064,Khordha ,Bhubaneswar,Nanput,Pandiapada,"Weekly Market, Pandiapada",20.2126537,85.750001,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,179
3150065,Khordha ,Bhubaneswar,Patrapada,Chhotraiypur,"Weekly Market, Chhotraiypur",20.222439,85.778265,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,770
3150066,Khordha ,Bhubaneswar,Patrapada,Damodarpur,"Weekly Market, Damodarpur",20.2200955,85.781401,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,210
3150067,Khordha ,Bhubaneswar,Tamando,Balipada,"Weekly Market, Balipada",20.2305498,85.752565,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,500
3150068,Khordha ,Bhubaneswar,Tamando,Kasipur,"Weekly Market, Kasipur",20.2245432,85.750001,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,827
3150069,Khordha ,Bolagod,Bolagad,Bolagad,"Weekly Market, Bolagad",20.175496,85.280501,Using Bolagarh (alternate spelling),Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,3329
3150070,Khordha ,Bolagod,Gediapalli,Somanathapur,"Weekly Market, Somanathapur",20.2498797,85.4265953,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,89
3150071,Khordha ,Bolagod,Kadab,Sanakadab,"Weekly Market, Sanakadab",20.159712,85.4156311,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,351
3150072,Khordha ,Bolagod,Khanguria,Khanguria,"Weekly Market, Khanguria",20.1885779,85.2709538,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1612
3150073,Khordha ,Bolagod,Manibandha,mangarajpur,"Weekly Market, mangarajpur",20.2258588,85.3885333,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,359
3150074,Khordha ,Chilika,Barkul,Boriasahi,"Weekly Market, Boriasahi",19.7134913,85.1621946,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,384
3150075,Khordha ,Chilika,Barkul,Hatibari,"Weekly Market, Hatibari",19.7155606,85.1563621,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,245
3150076,Khordha ,Chilika,Baulabandha,Baulabandha,"Weekly Market, Baulabandha",19.8082555,85.321376,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,6660
3150077,Khordha ,Chilika,Haripur,Haripur,"Weekly Market, Haripur",19.8251096,85.3129755,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2422
3150078,Khordha ,Chilika,Sananairi,Sananairi,"Weekly Market, Sananairi",19.8020918,85.3037937,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4410
3150079,Khordha ,Chilika,Sorona,Bhagabatipur,"Weekly Market, Bhagabatipur",19.876446,85.3743339,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,5408
3150080,Khordha ,Chilika,Sorona,Mansinghpur,"Weekly Market, Mansinghpur",19.8576421,85.3936958,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,6388
3150081,Khordha ,Jatani,Benapanjari,Bisiapada,"Weekly Market, Bisiapada",20.1075552,85.6749501,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,639
3150082,Khordha ,Jatani,Benapanjari,Ranipur,"Weekly Market, Ranipur",20.1008845,85.6755921,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,438
3150083,Khordha ,Jatani,Chhanaghara,Chhelda,"Weekly Market, Chhelda",20.2028058,85.7115267,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,191
3150084,Khordha ,Jatani,Jamukoli,Jamukoli,"Weekly Market, Jamukoli",20.1747514,85.7807603,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1644
3150085,Khordha ,Jatani,Jamukoli,Mundala,"Weekly Market, Mundala",20.1701399,85.7743536,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,745
3150086,Khordha ,Jatani,Jamukoli,Panchagaon,"Weekly Market, Panchagaon",20.1766955,85.7999758,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2125
3150087,Khordha ,Jatani,Janla,Dakhinamundamuhan,"Weekly Market, Dakhinamundamuhan",20.2089994,85.7217892,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1452
3150088,Khordha ,Jatani,Janla,Gopalpur,"Weekly Market, Gopalpur",20.2029927,85.7192238,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,335
3150089,Khordha ,Jatani,Janla,Janla,"Weekly Market, Janla",20.216212,85.7128096,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1008
3150090,Khordha ,Jatani,Janla,Uttarmundamuhan,"Weekly Market, Uttarmundamuhan",20.2209508,85.7243546,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1938
3150091,Khordha ,Jatani,Panchupali,Beruan,"Weekly Market, Beruan",20.185903,85.750001,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,220
3150092,Khordha ,Khordha,Bajapur,Bajapur,"Weekly Market, Bajapur",20.118646,85.610087,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4052
3150093,Khordha ,Khordha,Bajapur,Nandapur,"Weekly Market, Nandapur",20.11297,85.626388,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1266
3150094,Khordha ,Khordha,Garhhaldia,Garh-haladia,"Weekly Market, Garh-haladia",20.2782974,85.5792189,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1332
3150095,Khordha ,Khordha,Golabai Sasan,Golabaisasan,"Weekly Market, Golabaisasan",20.0161561,85.55349,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2534
3150096,Khordha ,Khordha,Kaipadar,Dadhimachhagadia,"Weekly Market, Dadhimachhagadia",20.1175634,85.5689288,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1815
3150097,Khordha ,Khordha,Kanapur,Kanpur,"Weekly Market, Kanpur",20.0683112,85.5599234,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4624
3150098,Khordha ,Khordha,Keranga,Keranga,"Weekly Market, Keranga",20.105584,85.632369,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4441
3150099,Khordha ,Khordha,Mallipur,Muktapur,"Weekly Market, Muktapur",20.072545,85.440714,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2376
3150100,Khordha ,Khordha,Nialipada -,Saradhapur,"Weekly Market, Saradhapur",20.188202,85.587884,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2500
3150101,Khordha ,Khordha,Nialipada -,Taratua,"Weekly Market, Taratua",20.1968585,85.5907929,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,3299
3150102,Khordha ,Khordha,Tangiapada,Kumbharbasta,"Weekly Market, Kumbharbasta",20.2085057,85.6409178,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2653
3150103,Khordha ,Tangi,Achutapurpatana,Buxipatana,"Weekly Market, Buxipatana",20.0188459,85.4688193,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,246
3150104,Khordha ,Tangi,Achutapurpatana,Nuapatna,"Weekly Market, Nuapatna",20.0241116,85.4568968,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,207
3150105,Khordha ,Tangi,Badapokharia,Badapokharia,"Weekly Market, Badapokharia",19.9847622,85.4865371,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4267
3150106,Khordha ,Tangi,Kamaguru,Debarchan,"Weekly Market, Debarchan",20.0301848,85.4620528,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,801
3150107,Khordha ,Tangi,Kuhudi,Gopalprasad,"Weekly Market, Gopalprasad",19.8703213,85.3386525,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4575
3150108,Khordha ,Tangi,Kuhudi,Nizgarhkuhudi,"Weekly Market, Nizgarhkuhudi",19.8864406,85.3463116,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,4220
3150109,Khordha ,Tangi,Kunjuri,Jariput,"Weekly Market, Jariput",19.8610271,85.2955242,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,239
3150110,Khordha ,Tangi,Kunjuri,Talagadakuhudi,"Weekly Market, Talagadakuhudi",19.8978808,85.3420486,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,310
3150111,Khordha ,Tangi,Nirakarpur,Nanapada,"Weekly Market, Nanapada",19.9920023,85.5380467,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,3391
3150112,Khordha ,Tangi,Nirakarpur,Nirakarpurpatna,"Weekly Market, Nirakarpurpatna",19.9877964,85.5332198,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,469
3150113,Khordha ,Tangi,Nirakarpur,Pandepatna,"Weekly Market, Pandepatna",19.986311,85.5332198,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,482
3150114,Khordha ,Tangi,Nirakarpur,Raulahaja,"Weekly Market, Raulahaja",19.9858023,85.5277488,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,1149
3150115,Khordha ,Tangi,Nuagarh,Haripurpatana,"Weekly Market, Haripurpatana",19.9751893,85.4897579,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,520
3150116,Khordha ,Tangi,Rameswar,Khajuripada,"Weekly Market, Khajuripada",19.9975559,85.522599,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,2395
3150117,Khordha ,Tangi,Sundarpur,Mangalajodi,"Weekly Market, Mangalajodi",19.9194047,85.4254317,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,3972
3150118,Khordha ,Tangi,Sundarpur,Sundarpur,"Weekly Market, Sundarpur",20.3633505,85.7894082,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,6593
3150119,Khordha ,Tangi,Tangi,Balungadihipatna,"Weekly Market, Balungadihipatna",19.9233099,85.3941977,0,Village Trader,"Aggregation, Trade, Retail",Public,Fixed,Weekly Market,,320
4070001,Cuttack,0,0,0,"Jayguru Cold Storage (P) Ltd., Industrial Estate, Jagatpur",20.4923,85.94578,Jagatpur (town),Cold storage,Cold storage,Private,Fixed,0,,
4070002,Cuttack,0,0,0,"Sri Jagannath Cold Storage&Ice Plant, Nischintakali",20.4791,86.18471,Nischintakoili (town),Cold storage,Cold storage,Private,Fixed,0,,
4070003,Cuttack,0,0,0,"Jagatpur Co-operative Cold Storage, (MARKFED) ",20.4923,85.94578,Jagatpur (town),Cold storage,Cold storage,Co-op ,Fixed,0,,
4070004,Cuttack,0,0,0,"Surendra Agri Tech, Cold Storage, Trisulia",20.432312,85.831964,Trisulia (town),Cold storage,Cold storage,Private,Fixed,0,,
4150001,Khurda,0,0,0,"Mahalaxmi Cold Storage (P) Ltd., Patrapara,Bhubaneswar",20.22958,85.77435,Patrapada (town),Cold storage,Cold storage,Private,Fixed,0,,
4150002,Khurda,0,0,0,"Mahabir Ice & Cold Storage (P) Ltd.,Aiginia,Bhubaneswar ",20.25092,85.78108,Aiginia (town),Cold storage,Cold storage,Private,Fixed,0,,
