RouteName,idcode,LocName,Type,RouteOrder,TransitHours,TruckType,ShipIntervalDays,ShipLatencyDays,PullOrderAmountDays,DistanceKM,Conditions,Notes,PickupDelayMagnitude,PickupDelaySigma, PickupDelayFrequency,PerDiemType
r_1150001_3150059,3150059,Nistarinipur Market,SchedPush,1,0.4533333333333333,NA,7,NA,NA,17.422,NA,NA,NA,NA,NA,NA
r_1150009_3150060,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.3819444444444444,NA,7,NA,NA,17.033,NA,NA,NA,NA,NA,NA
r_1150009_3150060,3150060,Mahura Market,SchedPush,1,0.3819444444444444,NA,7,NA,NA,17.033,NA,NA,NA,NA,NA,NA
r_1150009_3150061,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.42777777777777776,NA,7,NA,NA,18.249,NA,NA,NA,NA,NA,NA
r_1150009_3150061,3150061,Nandapur Market,SchedPush,1,0.42777777777777776,NA,7,NA,NA,18.249,NA,NA,NA,NA,NA,NA
r_1150009_3150062,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.4211111111111111,NA,7,NA,NA,18.084,NA,NA,NA,NA,NA,NA
r_1150009_3150062,3150062,Nanput Market,SchedPush,1,0.4211111111111111,NA,7,NA,NA,18.084,NA,NA,NA,NA,NA,NA
r_1150009_3150063,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.4413888888888889,NA,7,NA,NA,18.577,NA,NA,NA,NA,NA,NA
r_1150009_3150063,3150063,Narasinghpur Market,SchedPush,1,0.4413888888888889,NA,7,NA,NA,18.577,NA,NA,NA,NA,NA,NA
r_1150009_3150064,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.4275,NA,7,NA,NA,18.245,NA,NA,NA,NA,NA,NA
r_1150009_3150064,3150064,Pandiapada Market,SchedPush,1,0.4275,NA,7,NA,NA,18.245,NA,NA,NA,NA,NA,NA
r_1150001_3150065,1150001,Potato farms in Balianta tehsil,SchedPush,0,0.4683333333333333,NA,7,NA,NA,18.063,NA,NA,NA,NA,NA,NA
r_1150001_3150065,3150065,Chhotraiypur Market,SchedPush,1,0.4683333333333333,NA,7,NA,NA,18.063,NA,NA,NA,NA,NA,NA
r_1150001_3150066,1150001,Potato farms in Balianta tehsil,SchedPush,0,0.4880555555555556,NA,7,NA,NA,18.55,NA,NA,NA,NA,NA,NA
r_1150001_3150066,3150066,Damodarpur Market,SchedPush,1,0.4880555555555556,NA,7,NA,NA,18.55,NA,NA,NA,NA,NA,NA
r_1150009_3150067,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.44972222222222225,NA,7,NA,NA,19.359,NA,NA,NA,NA,NA,NA
r_1150009_3150067,3150067,Balipada Market,SchedPush,1,0.44972222222222225,NA,7,NA,NA,19.359,NA,NA,NA,NA,NA,NA
r_1150009_3150068,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.3975,NA,7,NA,NA,18.419,NA,NA,NA,NA,NA,NA
r_1150009_3150068,3150068,Kasipur Market,SchedPush,1,0.3975,NA,7,NA,NA,18.419,NA,NA,NA,NA,NA,NA
r_1150006_3150069,1150006,Potato farms in Bolagarh tehsil,SchedPush,0,0.04722222222222222,NA,7,NA,NA,1.302,NA,NA,NA,NA,NA,NA
r_1150006_3150069,3150069,Bolagad Market,SchedPush,1,0.04722222222222222,NA,7,NA,NA,1.302,NA,NA,NA,NA,NA,NA
r_1150009_3150070,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.595,NA,7,NA,NA,22.717,NA,NA,NA,NA,NA,NA
r_1150009_3150070,3150070,Somanathapur Market,SchedPush,1,0.595,NA,7,NA,NA,22.717,NA,NA,NA,NA,NA,NA
r_1150006_3150071,1150006,Potato farms in Bolagarh tehsil,SchedPush,0,0.485,NA,7,NA,NA,18.215,NA,NA,NA,NA,NA,NA
r_1150006_3150071,3150071,Sanakadab Market,SchedPush,1,0.485,NA,7,NA,NA,18.215,NA,NA,NA,NA,NA,NA
r_1150006_3150072,1150006,Potato farms in Bolagarh tehsil,SchedPush,0,0.058333333333333334,NA,7,NA,NA,1.6320000000000001,NA,NA,NA,NA,NA,NA
r_1150006_3150072,3150072,Khanguria Market,SchedPush,1,0.058333333333333334,NA,7,NA,NA,1.6320000000000001,NA,NA,NA,NA,NA,NA
r_1150002_3150010,1150002,Potato farms in Balipatana tehsil,SchedPush,0,0.3086111111111111,NA,7,NA,NA,9.595,NA,NA,NA,NA,NA,NA
r_1150002_3150010,3150010,Sarakana Market,SchedPush,1,0.3086111111111111,NA,7,NA,NA,9.595,NA,NA,NA,NA,NA,NA
r_1150003_3150074,1150003,Potato farms in Banapur tehsil,SchedPush,0,0.37666666666666665,NA,7,NA,NA,16.268,NA,NA,NA,NA,NA,NA
r_1150003_3150074,3150074,Boriasahi Market,SchedPush,1,0.37666666666666665,NA,7,NA,NA,16.268,NA,NA,NA,NA,NA,NA
r_1150003_3150075,1150003,Potato farms in Banapur tehsil,SchedPush,0,0.3813888888888889,NA,7,NA,NA,16.586000000000002,NA,NA,NA,NA,NA,NA
r_1150003_3150075,3150075,Hatibari Market,SchedPush,1,0.3813888888888889,NA,7,NA,NA,16.586000000000002,NA,NA,NA,NA,NA,NA
r_1150004_3150076,1150004,Potato farms in Begunia tehsil,SchedPush,0,0.1111111111111111,NA,7,NA,NA,4.539,NA,NA,NA,NA,NA,NA
r_1150004_3150076,3150076,Baulabandha Market,SchedPush,1,0.1111111111111111,NA,7,NA,NA,4.539,NA,NA,NA,NA,NA,NA
r_1150004_3150077,1150004,Potato farms in Begunia tehsil,SchedPush,0,0.04388888888888889,NA,7,NA,NA,1.577,NA,NA,NA,NA,NA,NA
r_1150004_3150077,3150077,Haripur Market,SchedPush,1,0.04388888888888889,NA,7,NA,NA,1.577,NA,NA,NA,NA,NA,NA
r_1150004_3150078,1150004,Potato farms in Begunia tehsil,SchedPush,0,0.16833333333333333,NA,7,NA,NA,6.547,NA,NA,NA,NA,NA,NA
r_1150004_3150078,3150078,Sananairi Market,SchedPush,1,0.16833333333333333,NA,7,NA,NA,6.547,NA,NA,NA,NA,NA,NA
r_1150010_3150079,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.24138888888888888,NA,7,NA,NA,9.412,NA,NA,NA,NA,NA,NA
r_1150010_3150079,3150079,Bhagabatipur Market,SchedPush,1,0.24138888888888888,NA,7,NA,NA,9.412,NA,NA,NA,NA,NA,NA
r_1150010_3150080,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.35694444444444445,NA,7,NA,NA,11.695,NA,NA,NA,NA,NA,NA
r_1150010_3150080,3150080,Mansinghpur Market,SchedPush,1,0.35694444444444445,NA,7,NA,NA,11.695,NA,NA,NA,NA,NA,NA
r_1150008_3150081,1150008,Potato farms in Jatani tehsil,SchedPush,0,0.32166666666666666,NA,7,NA,NA,9.777000000000001,NA,NA,NA,NA,NA,NA
r_1150008_3150081,3150081,Bisiapada Market,SchedPush,1,0.32166666666666666,NA,7,NA,NA,9.777000000000001,NA,NA,NA,NA,NA,NA
r_1150008_3150082,1150008,Potato farms in Jatani tehsil,SchedPush,0,0.32,NA,7,NA,NA,11.046,NA,NA,NA,NA,NA,NA
r_1150008_3150082,3150082,Ranipur Market,SchedPush,1,0.32,NA,7,NA,NA,11.046,NA,NA,NA,NA,NA,NA
r_1150009_3150083,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.36027777777777775,NA,7,NA,NA,17.763,NA,NA,NA,NA,NA,NA
r_1150009_3150083,3150083,Chhelda Market,SchedPush,1,0.36027777777777775,NA,7,NA,NA,17.763,NA,NA,NA,NA,NA,NA
r_1150008_3150084,1150008,Potato farms in Jatani tehsil,SchedPush,0,0.4136111111111111,NA,7,NA,NA,12.577,NA,NA,NA,NA,NA,NA
r_1150008_3150084,3150084,Jamukoli Market,SchedPush,1,0.4136111111111111,NA,7,NA,NA,12.577,NA,NA,NA,NA,NA,NA
r_1150008_3150085,1150008,Potato farms in Jatani tehsil,SchedPush,0,0.4058333333333333,NA,7,NA,NA,12.442,NA,NA,NA,NA,NA,NA
r_1150008_3150085,3150085,Mundala Market,SchedPush,1,0.4058333333333333,NA,7,NA,NA,12.442,NA,NA,NA,NA,NA,NA
r_1150008_3150086,1150008,Potato farms in Jatani tehsil,SchedPush,0,0.4875,NA,7,NA,NA,14.566,NA,NA,NA,NA,NA,NA
r_1150008_3150086,3150086,Panchagaon Market,SchedPush,1,0.4875,NA,7,NA,NA,14.566,NA,NA,NA,NA,NA,NA
r_1150009_3150087,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.36083333333333334,NA,7,NA,NA,16.953,NA,NA,NA,NA,NA,NA
r_1150009_3150087,3150087,Dakhinamundamuhan Market,SchedPush,1,0.36083333333333334,NA,7,NA,NA,16.953,NA,NA,NA,NA,NA,NA
r_1150009_3150088,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.36138888888888887,NA,7,NA,NA,16.964,NA,NA,NA,NA,NA,NA
r_1150009_3150088,3150088,Gopalpur Market,SchedPush,1,0.36138888888888887,NA,7,NA,NA,16.964,NA,NA,NA,NA,NA,NA
r_1150009_3150089,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.23222222222222222,NA,7,NA,NA,12.064,NA,NA,NA,NA,NA,NA
r_1150009_3150089,3150089,Janla Market,SchedPush,1,0.23222222222222222,NA,7,NA,NA,12.064,NA,NA,NA,NA,NA,NA
r_1150009_3150090,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.3161111111111111,NA,7,NA,NA,15.576,NA,NA,NA,NA,NA,NA
r_1150009_3150090,3150090,Uttarmundamuhan Market,SchedPush,1,0.3161111111111111,NA,7,NA,NA,15.576,NA,NA,NA,NA,NA,NA
r_1150009_3150091,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.5080555555555556,NA,7,NA,NA,20.347,NA,NA,NA,NA,NA,NA
r_1150009_3150091,3150091,Beruan Market,SchedPush,1,0.5080555555555556,NA,7,NA,NA,20.347,NA,NA,NA,NA,NA,NA
r_1150009_3150092,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.26361111111111113,NA,7,NA,NA,8.172,NA,NA,NA,NA,NA,NA
r_1150009_3150092,3150092,Bajapur Market,SchedPush,1,0.26361111111111113,NA,7,NA,NA,8.172,NA,NA,NA,NA,NA,NA
r_1150009_3150093,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.2927777777777778,NA,7,NA,NA,9.249,NA,NA,NA,NA,NA,NA
r_1150009_3150093,3150093,Nandapur Market,SchedPush,1,0.2927777777777778,NA,7,NA,NA,9.249,NA,NA,NA,NA,NA,NA
r_1150009_3150094,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.4041666666666667,NA,7,NA,NA,12.621,NA,NA,NA,NA,NA,NA
r_1150009_3150094,3150094,Garh-haladia Market,SchedPush,1,0.4041666666666667,NA,7,NA,NA,12.621,NA,NA,NA,NA,NA,NA
r_1150009_3150096,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.2563888888888889,NA,7,NA,NA,10.089,NA,NA,NA,NA,NA,NA
r_1150009_3150096,3150096,Dadhimachhagadia Market,SchedPush,1,0.2563888888888889,NA,7,NA,NA,10.089,NA,NA,NA,NA,NA,NA
r_1150009_3150097,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.26694444444444443,NA,7,NA,NA,14.519,NA,NA,NA,NA,NA,NA
r_1150009_3150097,3150097,Kanpur Market,SchedPush,1,0.26694444444444443,NA,7,NA,NA,14.519,NA,NA,NA,NA,NA,NA
r_1150009_3150098,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.3194444444444444,NA,7,NA,NA,10.191,NA,NA,NA,NA,NA,NA
r_1150009_3150098,3150098,Keranga Market,SchedPush,1,0.3194444444444444,NA,7,NA,NA,10.191,NA,NA,NA,NA,NA,NA
r_1150010_3150099,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.6094444444444445,NA,7,NA,NA,31.033,NA,NA,NA,NA,NA,NA
r_1150010_3150099,3150099,Muktapur Market,SchedPush,1,0.6094444444444445,NA,7,NA,NA,31.033,NA,NA,NA,NA,NA,NA
r_1150009_3150100,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.17277777777777778,NA,7,NA,NA,4.891,NA,NA,NA,NA,NA,NA
r_1150009_3150100,3150100,Saradhapur Market,SchedPush,1,0.17277777777777778,NA,7,NA,NA,4.891,NA,NA,NA,NA,NA,NA
r_1150009_3150101,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.15611111111111112,NA,7,NA,NA,4.252,NA,NA,NA,NA,NA,NA
r_1150009_3150101,3150101,Taratua Market,SchedPush,1,0.15611111111111112,NA,7,NA,NA,4.252,NA,NA,NA,NA,NA,NA
r_1150009_3150102,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.22361111111111112,NA,7,NA,NA,7.259,NA,NA,NA,NA,NA,NA
r_1150009_3150102,3150102,Kumbharbasta Market,SchedPush,1,0.22361111111111112,NA,7,NA,NA,7.259,NA,NA,NA,NA,NA,NA
r_1150010_3150103,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.4797222222222222,NA,7,NA,NA,23.999,NA,NA,NA,NA,NA,NA
r_1150010_3150103,3150103,Buxipatana Market,SchedPush,1,0.4797222222222222,NA,7,NA,NA,23.999,NA,NA,NA,NA,NA,NA
r_1150010_3150104,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.4483333333333333,NA,7,NA,NA,22.707,NA,NA,NA,NA,NA,NA
r_1150010_3150104,3150104,Nuapatna Market,SchedPush,1,0.4483333333333333,NA,7,NA,NA,22.707,NA,NA,NA,NA,NA,NA
r_1150010_3150105,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.24861111111111112,NA,7,NA,NA,14.911,NA,NA,NA,NA,NA,NA
r_1150010_3150105,3150105,Badapokharia Market,SchedPush,1,0.24861111111111112,NA,7,NA,NA,14.911,NA,NA,NA,NA,NA,NA
r_1150010_3150106,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.4552777777777778,NA,7,NA,NA,23.02,NA,NA,NA,NA,NA,NA
r_1150010_3150106,3150106,Debarchan Market,SchedPush,1,0.4552777777777778,NA,7,NA,NA,23.02,NA,NA,NA,NA,NA,NA
r_1150010_3150107,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.10611111111111111,NA,7,NA,NA,8.065,NA,NA,NA,NA,NA,NA
r_1150010_3150107,3150107,Gopalprasad Market,SchedPush,1,0.10611111111111111,NA,7,NA,NA,8.065,NA,NA,NA,NA,NA,NA
r_1150010_3150108,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.08611111111111111,NA,7,NA,NA,6.312,NA,NA,NA,NA,NA,NA
r_1150010_3150108,3150108,Nizgarhkuhudi Market,SchedPush,1,0.08611111111111111,NA,7,NA,NA,6.312,NA,NA,NA,NA,NA,NA
r_1150004_3150109,1150004,Potato farms in Begunia tehsil,SchedPush,0,0.2061111111111111,NA,7,NA,NA,8.172,NA,NA,NA,NA,NA,NA
r_1150004_3150109,3150109,Jariput Market,SchedPush,1,0.2061111111111111,NA,7,NA,NA,8.172,NA,NA,NA,NA,NA,NA
r_1150010_3150110,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.11305555555555556,NA,7,NA,NA,6.716,NA,NA,NA,NA,NA,NA
r_1150010_3150110,3150110,Talagadakuhudi Market,SchedPush,1,0.11305555555555556,NA,7,NA,NA,6.716,NA,NA,NA,NA,NA,NA
r_1150010_3150111,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.43083333333333335,NA,7,NA,NA,24.174,NA,NA,NA,NA,NA,NA
r_1150010_3150111,3150111,Nanapada Market,SchedPush,1,0.43083333333333335,NA,7,NA,NA,24.174,NA,NA,NA,NA,NA,NA
r_1150010_3150112,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.4469444444444444,NA,7,NA,NA,24.858,NA,NA,NA,NA,NA,NA
r_1150010_3150112,3150112,Nirakarpurpatna Market,SchedPush,1,0.4469444444444444,NA,7,NA,NA,24.858,NA,NA,NA,NA,NA,NA
r_1150010_3150113,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.4513888888888889,NA,7,NA,NA,25.011,NA,NA,NA,NA,NA,NA
r_1150010_3150113,3150113,Pandepatna Market,SchedPush,1,0.4513888888888889,NA,7,NA,NA,25.011,NA,NA,NA,NA,NA,NA
r_1150002_3150009,1150002,Potato farms in Balipatana tehsil,SchedPush,0,0.35138888888888886,NA,7,NA,NA,10.285,NA,NA,NA,NA,NA,NA
r_1150002_3150009,3150009,Jhintisasan Market,SchedPush,1,0.35138888888888886,NA,7,NA,NA,10.285,NA,NA,NA,NA,NA,NA
r_1150010_3150115,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.5241666666666667,NA,7,NA,NA,28.056,NA,NA,NA,NA,NA,NA
r_1150010_3150115,3150115,Haripurpatana Market,SchedPush,1,0.5241666666666667,NA,7,NA,NA,28.056,NA,NA,NA,NA,NA,NA
r_1150010_3150116,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.4022222222222222,NA,7,NA,NA,23.785,NA,NA,NA,NA,NA,NA
r_1150010_3150116,3150116,Khajuripada Market,SchedPush,1,0.4022222222222222,NA,7,NA,NA,23.785,NA,NA,NA,NA,NA,NA
r_1150010_3150117,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.1875,NA,7,NA,NA,6.1530000000000005,NA,NA,NA,NA,NA,NA
r_1150010_3150117,3150117,Mangalajodi Market,SchedPush,1,0.1875,NA,7,NA,NA,6.1530000000000005,NA,NA,NA,NA,NA,NA
r_1070004_3150118,1070004,Potato farms in Barang tehsil,SchedPush,0,0.4552777777777778,NA,7,NA,NA,13.043000000000001,NA,NA,NA,NA,NA,NA
r_1070004_3150118,3150118,Sundarpur Market,SchedPush,1,0.4552777777777778,NA,7,NA,NA,13.043000000000001,NA,NA,NA,NA,NA,NA
r_1070001_3070003,1070001,Potato farms in Athagarh tehsil,SchedPush,0,0.3686111111111111,NA,7,NA,NA,14.11,NA,NA,NA,NA,NA,NA
r_1070001_3070003,3070003,Rampei Market,SchedPush,1,0.3686111111111111,NA,7,NA,NA,14.11,NA,NA,NA,NA,NA,NA
r_1070001_3070005,1070001,Potato farms in Athagarh tehsil,SchedPush,0,0.25222222222222224,NA,7,NA,NA,9.246,NA,NA,NA,NA,NA,NA
r_1070001_3070005,3070005,Madhabpur Market,SchedPush,1,0.25222222222222224,NA,7,NA,NA,9.246,NA,NA,NA,NA,NA,NA
r_1070002_3070007,1070002,Potato farms in Badamba tehsil,SchedPush,0,0.1063888888888889,NA,7,NA,NA,4.125,NA,NA,NA,NA,NA,NA
r_1070002_3070007,3070007,Gopapur Market,SchedPush,1,0.1063888888888889,NA,7,NA,NA,4.125,NA,NA,NA,NA,NA,NA
r_1070002_3070008,1070002,Potato farms in Badamba tehsil,SchedPush,0,0.20527777777777778,NA,7,NA,NA,6.239,NA,NA,NA,NA,NA,NA
r_1070002_3070008,3070008,Gopinathapur Market,SchedPush,1,0.20527777777777778,NA,7,NA,NA,6.239,NA,NA,NA,NA,NA,NA
r_1070002_3070009,1070002,Potato farms in Badamba tehsil,SchedPush,0,0.2902777777777778,NA,7,NA,NA,10.894,NA,NA,NA,NA,NA,NA
r_1070002_3070009,3070009,Maniabandha Market,SchedPush,1,0.2902777777777778,NA,7,NA,NA,10.894,NA,NA,NA,NA,NA,NA
r_1150009_3150052,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.6913888888888889,NA,7,NA,NA,21.148,NA,NA,NA,NA,NA,NA
r_1150009_3150052,3150052,Kokasingh Market,SchedPush,1,0.6913888888888889,NA,7,NA,NA,21.148,NA,NA,NA,NA,NA,NA
r_1150001_3150003,1150001,Potato farms in Balianta tehsil,SchedPush,0,0.06111111111111111,NA,7,NA,NA,1.504,NA,NA,NA,NA,NA,NA
r_1150001_3150003,3150003,Andilo Market,SchedPush,1,0.06111111111111111,NA,7,NA,NA,1.504,NA,NA,NA,NA,NA,NA
r_1150001_3150004,1150001,Potato farms in Balianta tehsil,SchedPush,0,0.028333333333333332,NA,7,NA,NA,0.615,NA,NA,NA,NA,NA,NA
r_1150001_3150004,3150004,Balianta Market,SchedPush,1,0.028333333333333332,NA,7,NA,NA,0.615,NA,NA,NA,NA,NA,NA
r_1150010_3150119,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.06388888888888888,NA,7,NA,NA,2.12,NA,NA,NA,NA,NA,NA
r_1150010_3150119,3150119,Balungadihipatna Market,SchedPush,1,0.06388888888888888,NA,7,NA,NA,2.12,NA,NA,NA,NA,NA,NA
r_1150001_3150005,1150001,Potato farms in Balianta tehsil,SchedPush,0,0.1238888888888889,NA,7,NA,NA,3.357,NA,NA,NA,NA,NA,NA
r_1150001_3150005,3150005,Benupur Market,SchedPush,1,0.1238888888888889,NA,7,NA,NA,3.357,NA,NA,NA,NA,NA,NA
r_1150006_3150073,1150006,Potato farms in Bolagarh tehsil,SchedPush,0,0.45055555555555554,NA,7,NA,NA,17.577,NA,NA,NA,NA,NA,NA
r_1150006_3150073,3150073,mangarajpur Market,SchedPush,1,0.45055555555555554,NA,7,NA,NA,17.577,NA,NA,NA,NA,NA,NA
r_1150002_3150006,1150002,Potato farms in Balipatana tehsil,SchedPush,0,0.24944444444444444,NA,7,NA,NA,8.089,NA,NA,NA,NA,NA,NA
r_1150002_3150006,3150006,Bhingarpur Market,SchedPush,1,0.24944444444444444,NA,7,NA,NA,8.089,NA,NA,NA,NA,NA,NA
r_1150002_3150011,1150002,Potato farms in Balipatana tehsil,SchedPush,0,0.3202777777777778,NA,7,NA,NA,10.625,NA,NA,NA,NA,NA,NA
r_1150002_3150011,3150011,Gotalbindha Market,SchedPush,1,0.3202777777777778,NA,7,NA,NA,10.625,NA,NA,NA,NA,NA,NA
r_1150001_3150007,1150001,Potato farms in Balianta tehsil,SchedPush,0,0.2688888888888889,NA,7,NA,NA,6.6850000000000005,NA,NA,NA,NA,NA,NA
r_1150001_3150007,3150007,Jagannathpur Market,SchedPush,1,0.2688888888888889,NA,7,NA,NA,6.6850000000000005,NA,NA,NA,NA,NA,NA
r_3150114_4150001,3150114,Raulahaja Market,SchedPush,0,0.8802777777777778,NA,7,NA,NA,47.872,NA,NA,NA,NA,NA,NA
r_3150114_4150001,4150001,"Mahalaxmi Cold Storage (P) Ltd.,SchedPush,1,0.8802777777777778,NA,7,NA,NA,47.872,NA,NA,NA,NA,NA,NA
r_3150008_4070004,3150008,Jayarsasan Market,SchedPush,0,0.4519444444444444,NA,7,NA,NA,19.973,NA,NA,NA,NA,NA,NA
r_3150008_4070004,4070004,"Surendra Agri Tech,SchedPush,1,0.4519444444444444,NA,7,NA,NA,19.973,NA,NA,NA,NA,NA,NA
r_3150001_4150003,3150001,Bhainchua Market,SchedPush,0,0.5430555555555555,NA,7,NA,NA,15.264000000000001,NA,NA,NA,NA,NA,NA
r_3150001_4150003,4150003,"Bhubaneswar Co-op Cold Storage,SchedPush,1,0.5430555555555555,NA,7,NA,NA,15.264000000000001,NA,NA,NA,NA,NA,NA
r_3150002_4150003,3150002,Bhelurihat Market,SchedPush,0,0.545,NA,7,NA,NA,15.325000000000001,NA,NA,NA,NA,NA,NA
r_3150002_4150003,4150003,"Bhubaneswar Co-op Cold Storage,SchedPush,1,0.545,NA,7,NA,NA,15.325000000000001,NA,NA,NA,NA,NA,NA
r_3070001_4070001,3070001,Gobara Market,SchedPush,0,0.7902777777777777,NA,7,NA,NA,25.55,NA,NA,NA,NA,NA,NA
r_3070001_4070001,4070001,"Jayguru Cold Storage (P) Ltd.,SchedPush,1,0.7902777777777777,NA,7,NA,NA,25.55,NA,NA,NA,NA,NA,NA
r_3070002_4070001,3070002,Khuntuni Market,SchedPush,0,0.7336111111111111,NA,7,NA,NA,31.16,NA,NA,NA,NA,NA,NA
r_3070002_4070001,4070001,"Jayguru Cold Storage (P) Ltd.,SchedPush,1,0.7336111111111111,NA,7,NA,NA,31.16,NA,NA,NA,NA,NA,NA
r_3070006_4070001,3070006,Radhadamodarpur Market,SchedPush,0,0.6947222222222222,NA,7,NA,NA,28.858,NA,NA,NA,NA,NA,NA
r_3070006_4070001,4070001,"Jayguru Cold Storage (P) Ltd.,SchedPush,1,0.6947222222222222,NA,7,NA,NA,28.858,NA,NA,NA,NA,NA,NA
r_3070010_4070004,3070010,Ragadipada Market,SchedPush,0,1.5505555555555555,NA,7,NA,NA,65.037,NA,NA,NA,NA,NA,NA
r_3070010_4070004,4070004,"Surendra Agri Tech,SchedPush,1,1.5505555555555555,NA,7,NA,NA,65.037,NA,NA,NA,NA,NA,NA
r_3070011_4070004,3070011,Ratapat Market,SchedPush,0,1.853611111111111,NA,7,NA,NA,78.083,NA,NA,NA,NA,NA,NA
r_3070011_4070004,4070004,"Surendra Agri Tech,SchedPush,1,1.853611111111111,NA,7,NA,NA,78.083,NA,NA,NA,NA,NA,NA
r_3070012_4070004,3070012,Nuataila Market,SchedPush,0,1.49,NA,7,NA,NA,63.271,NA,NA,NA,NA,NA,NA
r_3070012_4070004,4070004,"Surendra Agri Tech,SchedPush,1,1.49,NA,7,NA,NA,63.271,NA,NA,NA,NA,NA,NA
r_3070013_4070004,3070013,Anuary Market,SchedPush,0,1.2147222222222223,NA,7,NA,NA,49.499,NA,NA,NA,NA,NA,NA
r_3070013_4070004,4070004,"Surendra Agri Tech,SchedPush,1,1.2147222222222223,NA,7,NA,NA,49.499,NA,NA,NA,NA,NA,NA
r_3070014_4150001,3070014,Pathuripada Market,SchedPush,0,1.478888888888889,NA,7,NA,NA,57.768,NA,NA,NA,NA,NA,NA
r_3070014_4150001,4150001,"Mahalaxmi Cold Storage (P) Ltd.,SchedPush,1,1.478888888888889,NA,7,NA,NA,57.768,NA,NA,NA,NA,NA,NA
r_3070015_4070004,3070015,Baunsput Market,SchedPush,0,1.083611111111111,NA,7,NA,NA,47.969,NA,NA,NA,NA,NA,NA
r_3070015_4070004,4070004,"Surendra Agri Tech,SchedPush,1,1.083611111111111,NA,7,NA,NA,47.969,NA,NA,NA,NA,NA,NA
r_3070016_4150001,3070016,Nandahatapalli Market,SchedPush,0,1.3869444444444445,NA,7,NA,NA,54.827,NA,NA,NA,NA,NA,NA
r_3070016_4150001,4150001,"Mahalaxmi Cold Storage (P) Ltd.,SchedPush,1,1.3869444444444445,NA,7,NA,NA,54.827,NA,NA,NA,NA,NA,NA
r_3070017_4070004,3070017,Kadalibadi Market,SchedPush,0,0.9130555555555555,NA,7,NA,NA,34.932,NA,NA,NA,NA,NA,NA
r_3070017_4070004,4070004,"Surendra Agri Tech,SchedPush,1,0.9130555555555555,NA,7,NA,NA,34.932,NA,NA,NA,NA,NA,NA
r_3070018_4150001,3070018,Kalapathar Market,SchedPush,0,1.2008333333333334,NA,7,NA,NA,49.207,NA,NA,NA,NA,NA,NA
r_3070018_4150001,4150001,"Mahalaxmi Cold Storage (P) Ltd.,SchedPush,1,1.2008333333333334,NA,7,NA,NA,49.207,NA,NA,NA,NA,NA,NA
r_3070019_4150001,3070019,Kantakai Market,SchedPush,0,1.4794444444444443,NA,7,NA,NA,57.46,NA,NA,NA,NA,NA,NA
r_3070019_4150001,4150001,"Mahalaxmi Cold Storage (P) Ltd.,SchedPush,1,1.4794444444444443,NA,7,NA,NA,57.46,NA,NA,NA,NA,NA,NA
r_3070020_4150001,3070020,Kantakaipatana Market,SchedPush,0,1.4752777777777777,NA,7,NA,NA,57.355000000000004,NA,NA,NA,NA,NA,NA
r_3070020_4150001,4150001,"Mahalaxmi Cold Storage (P) Ltd.,SchedPush,1,1.4752777777777777,NA,7,NA,NA,57.355000000000004,NA,NA,NA,NA,NA,NA
