RouteName,idcode,LocName,Type,RouteOrder,TransitHours,TruckType,ShipIntervalDays,ShipLatencyDays,PullOrderAmountDays,DistanceKM,Conditions,Notes,PickupDelayMagnitude,PickupDelaySigma, PickupDelayFrequency,PerDiemType
r_1070010_3070091,1070010,Potato farms in Niali tehsil,SchedPush,0,0.8458333333333333,NA,7,NA,NA,24.737000000000002,NA,NA,NA,NA,NA,NA
r_1070010_3070091,3070091,Salapoi Market,SchedPush,1,0.8458333333333333,NA,7,NA,NA,24.737000000000002,NA,NA,NA,NA,NA,NA
r_1150001_3070092,1150001,Potato farms in Balianta tehsil,SchedPush,0,0.39111111111111113,NA,7,NA,NA,16.078,NA,NA,NA,NA,NA,NA
r_1150001_3070092,3070092,Nuagan Market,SchedPush,1,0.39111111111111113,NA,7,NA,NA,16.078,NA,NA,NA,NA,NA,NA
r_1070010_3070093,1070010,Potato farms in Niali tehsil,SchedPush,0,0.4572222222222222,NA,7,NA,NA,11.345,NA,NA,NA,NA,NA,NA
r_1070010_3070093,3070093,Pahanga Market,SchedPush,1,0.4572222222222222,NA,7,NA,NA,11.345,NA,NA,NA,NA,NA,NA
r_1070010_3070094,1070010,Potato farms in Niali tehsil,SchedPush,0,0.5805555555555556,NA,7,NA,NA,15.341000000000001,NA,NA,NA,NA,NA,NA
r_1070010_3070094,3070094,Sithalo Market,SchedPush,1,0.5805555555555556,NA,7,NA,NA,15.341000000000001,NA,NA,NA,NA,NA,NA
r_1070011_3070095,1070011,Potato farms in Nischintakoili tehsil,SchedPush,0,0.4675,NA,7,NA,NA,14.764000000000001,NA,NA,NA,NA,NA,NA
r_1070011_3070095,3070095,Mallikapur Market,SchedPush,1,0.4675,NA,7,NA,NA,14.764000000000001,NA,NA,NA,NA,NA,NA
r_1070012_3070096,1070012,Potato farms in Salipur tehsil,SchedPush,0,0.3425,NA,7,NA,NA,10.882,NA,NA,NA,NA,NA,NA
r_1070012_3070096,3070096,Janardanpur Market,SchedPush,1,0.3425,NA,7,NA,NA,10.882,NA,NA,NA,NA,NA,NA
r_1070011_3070097,1070011,Potato farms in Nischintakoili tehsil,SchedPush,0,0.3858333333333333,NA,7,NA,NA,11.736,NA,NA,NA,NA,NA,NA
r_1070011_3070097,3070097,Jhadeswarpur Market,SchedPush,1,0.3858333333333333,NA,7,NA,NA,11.736,NA,NA,NA,NA,NA,NA
r_1070011_3070098,1070011,Potato farms in Nischintakoili tehsil,SchedPush,0,0.19361111111111112,NA,7,NA,NA,7.982,NA,NA,NA,NA,NA,NA
r_1070011_3070098,3070098,Paschimakhandabhola Market,SchedPush,1,0.19361111111111112,NA,7,NA,NA,7.982,NA,NA,NA,NA,NA,NA
r_1070011_3070099,1070011,Potato farms in Nischintakoili tehsil,SchedPush,0,0.5563888888888889,NA,7,NA,NA,18.591,NA,NA,NA,NA,NA,NA
r_1070011_3070099,3070099,Mahammadpur Market,SchedPush,1,0.5563888888888889,NA,7,NA,NA,18.591,NA,NA,NA,NA,NA,NA
r_1150010_3070100,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.18138888888888888,NA,7,NA,NA,5.546,NA,NA,NA,NA,NA,NA
r_1150010_3070100,3070100,Manapur Market,SchedPush,1,0.18138888888888888,NA,7,NA,NA,5.546,NA,NA,NA,NA,NA,NA
r_1070011_3070101,1070011,Potato farms in Nischintakoili tehsil,SchedPush,0,0.4461111111111111,NA,7,NA,NA,15.073,NA,NA,NA,NA,NA,NA
r_1070011_3070101,3070101,Rameswarpur Market,SchedPush,1,0.4461111111111111,NA,7,NA,NA,15.073,NA,NA,NA,NA,NA,NA
r_1070011_3070102,1070011,Potato farms in Nischintakoili tehsil,SchedPush,0,0.225,NA,7,NA,NA,6.917,NA,NA,NA,NA,NA,NA
r_1070011_3070102,3070102,Maligan Market,SchedPush,1,0.225,NA,7,NA,NA,6.917,NA,NA,NA,NA,NA,NA
r_1070011_3070103,1070011,Potato farms in Nischintakoili tehsil,SchedPush,0,0.22555555555555556,NA,7,NA,NA,6.9430000000000005,NA,NA,NA,NA,NA,NA
r_1070011_3070103,3070103,Nemala Market,SchedPush,1,0.22555555555555556,NA,7,NA,NA,6.9430000000000005,NA,NA,NA,NA,NA,NA
r_1070011_3070104,1070011,Potato farms in Nischintakoili tehsil,SchedPush,0,0.010277777777777778,NA,7,NA,NA,0.27,NA,NA,NA,NA,NA,NA
r_1070011_3070104,3070104,Nischintakoili Market,SchedPush,1,0.010277777777777778,NA,7,NA,NA,0.27,NA,NA,NA,NA,NA,NA
r_1070011_3070105,1070011,Potato farms in Nischintakoili tehsil,SchedPush,0,0.13777777777777778,NA,7,NA,NA,5.588,NA,NA,NA,NA,NA,NA
r_1070011_3070105,3070105,Sukarapada Market,SchedPush,1,0.13777777777777778,NA,7,NA,NA,5.588,NA,NA,NA,NA,NA,NA
r_1070011_3070106,1070011,Potato farms in Nischintakoili tehsil,SchedPush,0,0.6397222222222222,NA,7,NA,NA,21.049,NA,NA,NA,NA,NA,NA
r_1070011_3070106,3070106,Muguria Market,SchedPush,1,0.6397222222222222,NA,7,NA,NA,21.049,NA,NA,NA,NA,NA,NA
r_1070012_3070107,1070012,Potato farms in Salipur tehsil,SchedPush,0,0.12555555555555556,NA,7,NA,NA,2.543,NA,NA,NA,NA,NA,NA
r_1070012_3070107,3070107,Balisahi Market,SchedPush,1,0.12555555555555556,NA,7,NA,NA,2.543,NA,NA,NA,NA,NA,NA
r_1070008_3070108,1070008,Potato farms in Mahanga tehsil,SchedPush,0,0.32805555555555554,NA,7,NA,NA,10.709,NA,NA,NA,NA,NA,NA
r_1070008_3070108,3070108,Bhimdaspur Market,SchedPush,1,0.32805555555555554,NA,7,NA,NA,10.709,NA,NA,NA,NA,NA,NA
r_1070012_3070109,1070012,Potato farms in Salipur tehsil,SchedPush,0,0.07972222222222222,NA,7,NA,NA,1.85,NA,NA,NA,NA,NA,NA
r_1070012_3070109,3070109,Lunahar Market,SchedPush,1,0.07972222222222222,NA,7,NA,NA,1.85,NA,NA,NA,NA,NA,NA
r_1070013_3070110,1070013,Potato farms in Tangi-Choudwar tehsil,SchedPush,0,0.42916666666666664,NA,7,NA,NA,15.485000000000001,NA,NA,NA,NA,NA,NA
r_1070013_3070110,3070110,Gopinathpur Market,SchedPush,1,0.42916666666666664,NA,7,NA,NA,15.485000000000001,NA,NA,NA,NA,NA,NA
r_1150001_3070111,1150001,Potato farms in Balianta tehsil,SchedPush,0,0.3025,NA,7,NA,NA,7.807,NA,NA,NA,NA,NA,NA
r_1150001_3070111,3070111,Satyabhamapur Market,SchedPush,1,0.3025,NA,7,NA,NA,7.807,NA,NA,NA,NA,NA,NA
r_1070008_3070112,1070008,Potato farms in Mahanga tehsil,SchedPush,0,0.42277777777777775,NA,7,NA,NA,13.806000000000001,NA,NA,NA,NA,NA,NA
r_1070008_3070112,3070112,Katarapa Market,SchedPush,1,0.42277777777777775,NA,7,NA,NA,13.806000000000001,NA,NA,NA,NA,NA,NA
r_1070012_3070113,1070012,Potato farms in Salipur tehsil,SchedPush,0,0.36777777777777776,NA,7,NA,NA,11.432,NA,NA,NA,NA,NA,NA
r_1070012_3070113,3070113,Kulinda Market,SchedPush,1,0.36777777777777776,NA,7,NA,NA,11.432,NA,NA,NA,NA,NA,NA
r_1070012_3070114,1070012,Potato farms in Salipur tehsil,SchedPush,0,0.37416666666666665,NA,7,NA,NA,11.638,NA,NA,NA,NA,NA,NA
r_1070012_3070114,3070114,Laxminarayanapur Market,SchedPush,1,0.37416666666666665,NA,7,NA,NA,11.638,NA,NA,NA,NA,NA,NA
r_1070008_3070115,1070008,Potato farms in Mahanga tehsil,SchedPush,0,0.48083333333333333,NA,7,NA,NA,16.757,NA,NA,NA,NA,NA,NA
r_1070008_3070115,3070115,Basudeipur Market,SchedPush,1,0.48083333333333333,NA,7,NA,NA,16.757,NA,NA,NA,NA,NA,NA
r_1070008_3070116,1070008,Potato farms in Mahanga tehsil,SchedPush,0,0.3836111111111111,NA,7,NA,NA,14.284,NA,NA,NA,NA,NA,NA
r_1070008_3070116,3070116,Malasasan Market,SchedPush,1,0.3836111111111111,NA,7,NA,NA,14.284,NA,NA,NA,NA,NA,NA
r_1070012_3070117,1070012,Potato farms in Salipur tehsil,SchedPush,0,0.10694444444444444,NA,7,NA,NA,2.6710000000000003,NA,NA,NA,NA,NA,NA
r_1070012_3070117,3070117,Nandola Market,SchedPush,1,0.10694444444444444,NA,7,NA,NA,2.6710000000000003,NA,NA,NA,NA,NA,NA
r_1070008_3070118,1070008,Potato farms in Mahanga tehsil,SchedPush,0,0.4552777777777778,NA,7,NA,NA,17.183,NA,NA,NA,NA,NA,NA
r_1070008_3070118,3070118,Narada Market,SchedPush,1,0.4552777777777778,NA,7,NA,NA,17.183,NA,NA,NA,NA,NA,NA
r_1070008_3070119,1070008,Potato farms in Mahanga tehsil,SchedPush,0,0.3927777777777778,NA,7,NA,NA,12.888,NA,NA,NA,NA,NA,NA
r_1070008_3070119,3070119,Odasingh Market,SchedPush,1,0.3927777777777778,NA,7,NA,NA,12.888,NA,NA,NA,NA,NA,NA
r_1070008_3070120,1070008,Potato farms in Mahanga tehsil,SchedPush,0,0.18444444444444444,NA,7,NA,NA,6.042,NA,NA,NA,NA,NA,NA
r_1070008_3070120,3070120,Madhanga Market,SchedPush,1,0.18444444444444444,NA,7,NA,NA,6.042,NA,NA,NA,NA,NA,NA
r_1070008_3070121,1070008,Potato farms in Mahanga tehsil,SchedPush,0,0.1411111111111111,NA,7,NA,NA,5.066,NA,NA,NA,NA,NA,NA
r_1070008_3070121,3070121,Raisunguda Market,SchedPush,1,0.1411111111111111,NA,7,NA,NA,5.066,NA,NA,NA,NA,NA,NA
r_1150010_3070122,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.31027777777777776,NA,7,NA,NA,20.108,NA,NA,NA,NA,NA,NA
r_1150010_3070122,3070122,Rameswar Market,SchedPush,1,0.31027777777777776,NA,7,NA,NA,20.108,NA,NA,NA,NA,NA,NA
r_1070012_3070123,1070012,Potato farms in Salipur tehsil,SchedPush,0,0.40555555555555556,NA,7,NA,NA,12.235,NA,NA,NA,NA,NA,NA
r_1070012_3070123,3070123,Kisinapur Market,SchedPush,1,0.40555555555555556,NA,7,NA,NA,12.235,NA,NA,NA,NA,NA,NA
r_1070012_3070124,1070012,Potato farms in Salipur tehsil,SchedPush,0,0.43972222222222224,NA,7,NA,NA,13.23,NA,NA,NA,NA,NA,NA
r_1070012_3070124,3070124,Sauri Market,SchedPush,1,0.43972222222222224,NA,7,NA,NA,13.23,NA,NA,NA,NA,NA,NA
r_1070013_3070125,1070013,Potato farms in Tangi-Choudwar tehsil,SchedPush,0,0.39055555555555554,NA,7,NA,NA,12.283,NA,NA,NA,NA,NA,NA
r_1070013_3070125,3070125,Sapanapur Market,SchedPush,1,0.39055555555555554,NA,7,NA,NA,12.283,NA,NA,NA,NA,NA,NA
r_1070012_3070126,1070012,Potato farms in Salipur tehsil,SchedPush,0,0.22805555555555557,NA,7,NA,NA,6.969,NA,NA,NA,NA,NA,NA
r_1070012_3070126,3070126,Gothamira Market,SchedPush,1,0.22805555555555557,NA,7,NA,NA,6.969,NA,NA,NA,NA,NA,NA
r_1070013_3070127,1070013,Potato farms in Tangi-Choudwar tehsil,SchedPush,0,0.45444444444444443,NA,7,NA,NA,14.334,NA,NA,NA,NA,NA,NA
r_1070013_3070127,3070127,Agrahat Market,SchedPush,1,0.45444444444444443,NA,7,NA,NA,14.334,NA,NA,NA,NA,NA,NA
r_1070013_3070128,1070013,Potato farms in Tangi-Choudwar tehsil,SchedPush,0,0.6075,NA,7,NA,NA,19.485,NA,NA,NA,NA,NA,NA
r_1070013_3070128,3070128,Badapadagaon Market,SchedPush,1,0.6075,NA,7,NA,NA,19.485,NA,NA,NA,NA,NA,NA
r_1070013_3070129,1070013,Potato farms in Tangi-Choudwar tehsil,SchedPush,0,0.2536111111111111,NA,7,NA,NA,6.227,NA,NA,NA,NA,NA,NA
r_1070013_3070129,3070129,Bhatimunda Market,SchedPush,1,0.2536111111111111,NA,7,NA,NA,6.227,NA,NA,NA,NA,NA,NA
r_1070013_3070130,1070013,Potato farms in Tangi-Choudwar tehsil,SchedPush,0,0.29527777777777775,NA,7,NA,NA,10.499,NA,NA,NA,NA,NA,NA
r_1070013_3070130,3070130,Govindapur Market,SchedPush,1,0.29527777777777775,NA,7,NA,NA,10.499,NA,NA,NA,NA,NA,NA
r_1070014_3070131,1070014,Potato farms in Tigiria tehsil,SchedPush,0,0.1,NA,7,NA,NA,1.946,NA,NA,NA,NA,NA,NA
r_1070014_3070131,3070131,Bandalo Market,SchedPush,1,0.1,NA,7,NA,NA,1.946,NA,NA,NA,NA,NA,NA
r_1070001_3070132,1070001,Potato farms in Athagarh tehsil,SchedPush,0,0.38472222222222224,NA,7,NA,NA,15.657,NA,NA,NA,NA,NA,NA
r_1070001_3070132,3070132,Kakhadi Market,SchedPush,1,0.38472222222222224,NA,7,NA,NA,15.657,NA,NA,NA,NA,NA,NA
r_1070001_3070133,1070001,Potato farms in Athagarh tehsil,SchedPush,0,0.3616666666666667,NA,7,NA,NA,13.834,NA,NA,NA,NA,NA,NA
r_1070001_3070133,3070133,Mahalapada Market,SchedPush,1,0.3616666666666667,NA,7,NA,NA,13.834,NA,NA,NA,NA,NA,NA
r_1070013_3070134,1070013,Potato farms in Tangi-Choudwar tehsil,SchedPush,0,0.43,NA,7,NA,NA,13.497,NA,NA,NA,NA,NA,NA
r_1070013_3070134,3070134,Garudgaon Market,SchedPush,1,0.43,NA,7,NA,NA,13.497,NA,NA,NA,NA,NA,NA
r_1070013_3070135,1070013,Potato farms in Tangi-Choudwar tehsil,SchedPush,0,0.4483333333333333,NA,7,NA,NA,13.967,NA,NA,NA,NA,NA,NA
r_1070013_3070135,3070135,Nakhara Market,SchedPush,1,0.4483333333333333,NA,7,NA,NA,13.967,NA,NA,NA,NA,NA,NA
r_1070013_3070136,1070013,Potato farms in Tangi-Choudwar tehsil,SchedPush,0,0.1675,NA,7,NA,NA,5.021,NA,NA,NA,NA,NA,NA
r_1070013_3070136,3070136,Karanji Market,SchedPush,1,0.1675,NA,7,NA,NA,5.021,NA,NA,NA,NA,NA,NA
r_1070013_3070137,1070013,Potato farms in Tangi-Choudwar tehsil,SchedPush,0,0.6163888888888889,NA,7,NA,NA,17.842,NA,NA,NA,NA,NA,NA
r_1070013_3070137,3070137,Banto Market,SchedPush,1,0.6163888888888889,NA,7,NA,NA,17.842,NA,NA,NA,NA,NA,NA
r_1070013_3070138,1070013,Potato farms in Tangi-Choudwar tehsil,SchedPush,0,0.6163888888888889,NA,7,NA,NA,17.842,NA,NA,NA,NA,NA,NA
r_1070013_3070138,3070138,Sankarpur Market,SchedPush,1,0.6163888888888889,NA,7,NA,NA,17.842,NA,NA,NA,NA,NA,NA
r_1070014_3070139,1070014,Potato farms in Tigiria tehsil,SchedPush,0,0.17027777777777778,NA,7,NA,NA,3.479,NA,NA,NA,NA,NA,NA
r_1070014_3070139,3070139,Bindhanima Market,SchedPush,1,0.17027777777777778,NA,7,NA,NA,3.479,NA,NA,NA,NA,NA,NA
r_1070014_3070140,1070014,Potato farms in Tigiria tehsil,SchedPush,0,0.14,NA,7,NA,NA,3.654,NA,NA,NA,NA,NA,NA
r_1070014_3070140,3070140,Panchagan Market,SchedPush,1,0.14,NA,7,NA,NA,3.654,NA,NA,NA,NA,NA,NA
r_1070010_3150013,1070010,Potato farms in Niali tehsil,SchedPush,0,0.5102777777777778,NA,7,NA,NA,14.625,NA,NA,NA,NA,NA,NA
r_1070010_3150013,3150013,Abhaymukhi Market,SchedPush,1,0.5102777777777778,NA,7,NA,NA,14.625,NA,NA,NA,NA,NA,NA
r_1150002_3150014,1150002,Potato farms in Balipatana tehsil,SchedPush,0,0.05611111111111111,NA,7,NA,NA,1.7830000000000001,NA,NA,NA,NA,NA,NA
r_1150002_3150014,3150014,Garedipanchan Market,SchedPush,1,0.05611111111111111,NA,7,NA,NA,1.7830000000000001,NA,NA,NA,NA,NA,NA
r_1150002_3150015,1150002,Potato farms in Balipatana tehsil,SchedPush,0,0.30027777777777775,NA,7,NA,NA,10.834,NA,NA,NA,NA,NA,NA
r_1150002_3150015,3150015,Badala Sasan Market,SchedPush,1,0.30027777777777775,NA,7,NA,NA,10.834,NA,NA,NA,NA,NA,NA
r_1150002_3150016,1150002,Potato farms in Balipatana tehsil,SchedPush,0,0.28833333333333333,NA,7,NA,NA,10.357000000000001,NA,NA,NA,NA,NA,NA
r_1150002_3150016,3150016,Nagaseni Market,SchedPush,1,0.28833333333333333,NA,7,NA,NA,10.357000000000001,NA,NA,NA,NA,NA,NA
r_1150002_3150017,1150002,Potato farms in Balipatana tehsil,SchedPush,0,0.275,NA,7,NA,NA,9.825000000000001,NA,NA,NA,NA,NA,NA
r_1150002_3150017,3150017,Odakhanda Market,SchedPush,1,0.275,NA,7,NA,NA,9.825000000000001,NA,NA,NA,NA,NA,NA
r_1150002_3150018,1150002,Potato farms in Balipatana tehsil,SchedPush,0,0.18222222222222223,NA,7,NA,NA,5.465,NA,NA,NA,NA,NA,NA
r_1150002_3150018,3150018,Dhanahara Market,SchedPush,1,0.18222222222222223,NA,7,NA,NA,5.465,NA,NA,NA,NA,NA,NA
r_1070010_3150019,1070010,Potato farms in Niali tehsil,SchedPush,0,0.5775,NA,7,NA,NA,15.67,NA,NA,NA,NA,NA,NA
r_1070010_3150019,3150019,Nariso Market,SchedPush,1,0.5775,NA,7,NA,NA,15.67,NA,NA,NA,NA,NA,NA
r_1150002_3150020,1150002,Potato farms in Balipatana tehsil,SchedPush,0,0.8094444444444444,NA,7,NA,NA,27.301000000000002,NA,NA,NA,NA,NA,NA
r_1150002_3150020,3150020,Rajas Market,SchedPush,1,0.8094444444444444,NA,7,NA,NA,27.301000000000002,NA,NA,NA,NA,NA,NA
r_1150002_3150021,1150002,Potato farms in Balipatana tehsil,SchedPush,0,0.3458333333333333,NA,7,NA,NA,11.208,NA,NA,NA,NA,NA,NA
r_1150002_3150021,3150021,Adalabad Market,SchedPush,1,0.3458333333333333,NA,7,NA,NA,11.208,NA,NA,NA,NA,NA,NA
r_1150004_3150022,1150004,Potato farms in Begunia tehsil,SchedPush,0,0.30527777777777776,NA,7,NA,NA,16.863,NA,NA,NA,NA,NA,NA
r_1150004_3150022,3150022,Kotari Market,SchedPush,1,0.30527777777777776,NA,7,NA,NA,16.863,NA,NA,NA,NA,NA,NA
r_1150004_3150024,1150004,Potato farms in Begunia tehsil,SchedPush,0,0.31222222222222223,NA,7,NA,NA,15.044,NA,NA,NA,NA,NA,NA
r_1150004_3150024,3150024,Bankiapali Market,SchedPush,1,0.31222222222222223,NA,7,NA,NA,15.044,NA,NA,NA,NA,NA,NA
r_1150003_3150027,1150003,Potato farms in Banapur tehsil,SchedPush,0,0.18861111111111112,NA,7,NA,NA,4.51,NA,NA,NA,NA,NA,NA
r_1150003_3150027,3150027,Galua Market,SchedPush,1,0.18861111111111112,NA,7,NA,NA,4.51,NA,NA,NA,NA,NA,NA
r_1150003_3150028,1150003,Potato farms in Banapur tehsil,SchedPush,0,0.22527777777777777,NA,7,NA,NA,5.357,NA,NA,NA,NA,NA,NA
r_1150003_3150028,3150028,Naraharipursasan Market,SchedPush,1,0.22527777777777777,NA,7,NA,NA,5.357,NA,NA,NA,NA,NA,NA
r_1150004_3150029,1150004,Potato farms in Begunia tehsil,SchedPush,0,0.47583333333333333,NA,7,NA,NA,16.746,NA,NA,NA,NA,NA,NA
r_1150004_3150029,3150029,Gotapalli Market,SchedPush,1,0.47583333333333333,NA,7,NA,NA,16.746,NA,NA,NA,NA,NA,NA
r_1150003_3150031,1150003,Potato farms in Banapur tehsil,SchedPush,0,0.09944444444444445,NA,7,NA,NA,2.939,NA,NA,NA,NA,NA,NA
r_1150003_3150031,3150031,Dandigadia Market,SchedPush,1,0.09944444444444445,NA,7,NA,NA,2.939,NA,NA,NA,NA,NA,NA
r_1150003_3150032,1150003,Potato farms in Banapur tehsil,SchedPush,0,0.09944444444444445,NA,7,NA,NA,2.939,NA,NA,NA,NA,NA,NA
r_1150003_3150032,3150032,Ekadalia Market,SchedPush,1,0.09944444444444445,NA,7,NA,NA,2.939,NA,NA,NA,NA,NA,NA
r_1150003_3150034,1150003,Potato farms in Banapur tehsil,SchedPush,0,0.09944444444444445,NA,7,NA,NA,2.939,NA,NA,NA,NA,NA,NA
r_1150003_3150034,3150034,Kandhadulani Market,SchedPush,1,0.09944444444444445,NA,7,NA,NA,2.939,NA,NA,NA,NA,NA,NA
r_1150004_3150036,1150004,Potato farms in Begunia tehsil,SchedPush,0,0.1827777777777778,NA,7,NA,NA,6.939,NA,NA,NA,NA,NA,NA
r_1150004_3150036,3150036,Badapadar Market,SchedPush,1,0.1827777777777778,NA,7,NA,NA,6.939,NA,NA,NA,NA,NA,NA
r_1150003_3150037,1150003,Potato farms in Banapur tehsil,SchedPush,0,0.31444444444444447,NA,7,NA,NA,8.81,NA,NA,NA,NA,NA,NA
r_1150003_3150037,3150037,Arakhadihi Market,SchedPush,1,0.31444444444444447,NA,7,NA,NA,8.81,NA,NA,NA,NA,NA,NA
r_1150004_3150038,1150004,Potato farms in Begunia tehsil,SchedPush,0,0.7091666666666666,NA,7,NA,NA,23.947,NA,NA,NA,NA,NA,NA
r_1150004_3150038,3150038,Aranga Market,SchedPush,1,0.7091666666666666,NA,7,NA,NA,23.947,NA,NA,NA,NA,NA,NA
r_1150004_3150039,1150004,Potato farms in Begunia tehsil,SchedPush,0,0.6727777777777778,NA,7,NA,NA,22.895,NA,NA,NA,NA,NA,NA
r_1150004_3150039,3150039,Jualiamba Market,SchedPush,1,0.6727777777777778,NA,7,NA,NA,22.895,NA,NA,NA,NA,NA,NA
r_1150003_3150040,1150003,Potato farms in Banapur tehsil,SchedPush,0,0.06333333333333334,NA,7,NA,NA,2.644,NA,NA,NA,NA,NA,NA
r_1150003_3150040,3150040,Bengarajapalli Market,SchedPush,1,0.06333333333333334,NA,7,NA,NA,2.644,NA,NA,NA,NA,NA,NA
r_1150003_3150041,1150003,Potato farms in Banapur tehsil,SchedPush,0,0.31472222222222224,NA,7,NA,NA,8.817,NA,NA,NA,NA,NA,NA
r_1150003_3150041,3150041,Gangadharapur Market,SchedPush,1,0.31472222222222224,NA,7,NA,NA,8.817,NA,NA,NA,NA,NA,NA
r_1150003_3150042,1150003,Potato farms in Banapur tehsil,SchedPush,0,0.31472222222222224,NA,7,NA,NA,8.817,NA,NA,NA,NA,NA,NA
r_1150003_3150042,3150042,Gateswarpur Market,SchedPush,1,0.31472222222222224,NA,7,NA,NA,8.817,NA,NA,NA,NA,NA,NA
r_1150006_3150043,1150006,Potato farms in Bolagarh tehsil,SchedPush,0,0.4463888888888889,NA,7,NA,NA,19.762,NA,NA,NA,NA,NA,NA
r_1150006_3150043,3150043,Begunia Market,SchedPush,1,0.4463888888888889,NA,7,NA,NA,19.762,NA,NA,NA,NA,NA,NA
r_1150006_3150044,1150006,Potato farms in Bolagarh tehsil,SchedPush,0,0.49916666666666665,NA,7,NA,NA,21.075,NA,NA,NA,NA,NA,NA
r_1150006_3150044,3150044,Odagan Market,SchedPush,1,0.49916666666666665,NA,7,NA,NA,21.075,NA,NA,NA,NA,NA,NA
r_1150010_3150045,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.6755555555555556,NA,7,NA,NA,35.387,NA,NA,NA,NA,NA,NA
r_1150010_3150045,3150045,Botalama Market,SchedPush,1,0.6755555555555556,NA,7,NA,NA,35.387,NA,NA,NA,NA,NA,NA
r_1150006_3150046,1150006,Potato farms in Bolagarh tehsil,SchedPush,0,0.7522222222222222,NA,7,NA,NA,26.996000000000002,NA,NA,NA,NA,NA,NA
r_1150006_3150046,3150046,Manikpurpatna Market,SchedPush,1,0.7522222222222222,NA,7,NA,NA,26.996000000000002,NA,NA,NA,NA,NA,NA
r_1150010_3150047,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.5927777777777777,NA,7,NA,NA,30.527,NA,NA,NA,NA,NA,NA
r_1150010_3150047,3150047,Baladhadi Market,SchedPush,1,0.5927777777777777,NA,7,NA,NA,30.527,NA,NA,NA,NA,NA,NA
r_1150010_3150048,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.4652777777777778,NA,7,NA,NA,27.14,NA,NA,NA,NA,NA,NA
r_1150010_3150048,3150048,Haj Market,SchedPush,1,0.4652777777777778,NA,7,NA,NA,27.14,NA,NA,NA,NA,NA,NA
r_1150010_3150049,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.5783333333333334,NA,7,NA,NA,30.295,NA,NA,NA,NA,NA,NA
r_1150010_3150049,3150049,Nidhipur Market,SchedPush,1,0.5783333333333334,NA,7,NA,NA,30.295,NA,NA,NA,NA,NA,NA
r_1150009_3150050,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.6216666666666667,NA,7,NA,NA,22.881,NA,NA,NA,NA,NA,NA
r_1150009_3150050,3150050,Kantabad Market,SchedPush,1,0.6216666666666667,NA,7,NA,NA,22.881,NA,NA,NA,NA,NA,NA
r_1150009_3150051,1150009,Potato farms in Khurda tehsil,SchedPush,0,0.39416666666666667,NA,7,NA,NA,12.286,NA,NA,NA,NA,NA,NA
r_1150009_3150051,3150051,Dalatola Market,SchedPush,1,0.39416666666666667,NA,7,NA,NA,12.286,NA,NA,NA,NA,NA,NA
r_1150002_3150012,1150002,Potato farms in Balipatana tehsil,SchedPush,0,0.24805555555555556,NA,7,NA,NA,6.835,NA,NA,NA,NA,NA,NA
r_1150002_3150012,3150012,Banamalipur Market,SchedPush,1,0.24805555555555556,NA,7,NA,NA,6.835,NA,NA,NA,NA,NA,NA
r_1070003_3150053,1070003,Potato farms in Banki tehsil,SchedPush,0,0.2638888888888889,NA,7,NA,NA,8.84,NA,NA,NA,NA,NA,NA
r_1070003_3150053,3150053,Badatulasipur Market,SchedPush,1,0.2638888888888889,NA,7,NA,NA,8.84,NA,NA,NA,NA,NA,NA
r_1150006_3150054,1150006,Potato farms in Bolagarh tehsil,SchedPush,0,0.37194444444444447,NA,7,NA,NA,16.003,NA,NA,NA,NA,NA,NA
r_1150006_3150054,3150054,Chakapada Market,SchedPush,1,0.37194444444444447,NA,7,NA,NA,16.003,NA,NA,NA,NA,NA,NA
r_1150006_3150055,1150006,Potato farms in Bolagarh tehsil,SchedPush,0,0.3861111111111111,NA,7,NA,NA,16.651,NA,NA,NA,NA,NA,NA
r_1150006_3150055,3150055,Radhakantapur Market,SchedPush,1,0.3861111111111111,NA,7,NA,NA,16.651,NA,NA,NA,NA,NA,NA
r_1150010_3150056,1150010,Potato farms in Tangi tehsil,SchedPush,0,0.5880555555555556,NA,7,NA,NA,32.624,NA,NA,NA,NA,NA,NA
r_1150010_3150056,3150056,Chandrasekharpur Market,SchedPush,1,0.5880555555555556,NA,7,NA,NA,32.624,NA,NA,NA,NA,NA,NA
r_1070004_3150057,1070004,Potato farms in Barang tehsil,SchedPush,0,0.3977777777777778,NA,7,NA,NA,10.773,NA,NA,NA,NA,NA,NA
r_1070004_3150057,3150057,Bhuasuni Market,SchedPush,1,0.3977777777777778,NA,7,NA,NA,10.773,NA,NA,NA,NA,NA,NA
r_1150001_3150058,1150001,Potato farms in Balianta tehsil,SchedPush,0,0.46055555555555555,NA,7,NA,NA,17.627,NA,NA,NA,NA,NA,NA
r_1150001_3150058,3150058,Itipur Market,SchedPush,1,0.46055555555555555,NA,7,NA,NA,17.627,NA,NA,NA,NA,NA,NA
r_1150001_3150059,1150001,Potato farms in Balianta tehsil,SchedPush,0,0.4533333333333333,NA,7,NA,NA,17.422,NA,NA,NA,NA,NA,NA
