Name,DisplayName,ClassName,SortOrder,BaseAmount,BaseAmountCur,BaseAmountYear,MustBeOvernight,CountFirstDay,MinKmHome,Notes
Std_Per_Diem_None,No Per Diem,Per Diem,1,0,USD,2012,FALSE,FALSE,0.0,
